MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type,distance,distance_to_bains_des_paquis
c2:88:33:28:87:36,Iphone de Vlora,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],1970-01-01 0:00:00,44,5220,-91,46.21105945,6.153091575,0.0,36.94240952,,,WIFI,0.013357961307141111,1.5912377216127096
1c:24:cd:71:d6:24,apr-69040,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,100,5500,-93,46.21105945,6.153091575,0.0,36.94240952,,,WIFI,0.013357961307141111,1.5912377216127096
a8:c0:ea:2d:a9:07,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,4,2427,-87,46.21105871,6.153094915,0.0,36.94240952,,,WIFI,0.013359222197468228,1.591337868792527
a8:c0:ea:2d:a9:05,Restaurateur (private),[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,4,2427,-84,46.21105871,6.153094915,0.0,36.94240952,,,WIFI,0.013359222197468228,1.591337868792527
fe:f8:fe:43:ef:fc,Y81,[ESS],1970-01-01 0:00:00,6,2437,-70,46.21105871,6.153094915,0.0,36.94240952,,,WIFI,0.013359222197468228,1.591337868792527
2c:c5:d3:7c:47:78,La Pharmacie Rive Gauche,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,3,2422,-89,46.21105871,6.153094915,0.0,36.94240952,,,WIFI,0.013359222197468228,1.591337868792527
4a:c8:62:0c:ca:f0,#Skyroam_2vf,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,3,2422,-88,46.21105751,6.15310026,0.0,36.94240952,,,WIFI,0.013361228516409683,1.5914968624688075
f2:9f:c2:57:1d:8e,Q_Home,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,6,2437,-85,46.21105676,6.1531036,0.0,36.94240952,,,WIFI,0.013362483102234132,1.5915962547773472
f0:9f:c2:57:1d:8e,Q_Reside,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,6,2437,-84,46.21105676,6.1531036,0.0,36.94240952,,,WIFI,0.013362483102234132,1.5915962547773472
02:9f:c2:57:1d:8e,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,6,2437,-84,46.21105526,6.15311028,0.0,36.94240952,,,WIFI,0.013364994550914725,1.591795159113973
78:32:1b:01:be:f2,DWR-921-BEF1,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],1970-01-01 0:00:00,6,2437,-90,46.21105526,6.15311028,0.0,36.94240952,,,WIFI,0.013364994550914725,1.591795159113973
20:83:f8:b2:0f:f7,aubp,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,128,5640,-93,46.21105526,6.15311028,0.0,36.94240952,,,WIFI,0.013364994550914725,1.591795159113973
1c:24:cd:71:d6:20,apr-69040,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,1,2412,-92,46.21105526,6.15311028,0.0,36.94240952,,,WIFI,0.013364994550914725,1.591795159113973
2e:6f:c9:4a:77:5f,DIRECT-2SMFC-L8690CDW_BR775f,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,6,2437,-88,46.21105451,6.15311362,0.0,36.94240952,,,WIFI,0.013366251413330778,1.5918946711243855
e6:63:da:b7:e8:a4,Admin plage,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,1,2412,-92,46.21105377,6.15311696,0.0,36.94240952,,,WIFI,0.01336751730331512,1.5919950808521968
ea:63:da:b7:e8:a4,Public resto plage,[ESS],1970-01-01 0:00:00,1,2412,-94,46.21105377,6.15311696,0.0,36.94240952,,,WIFI,0.01336751730331512,1.5919950808521968
20:83:f8:b2:0f:f6,aubp,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,6,2437,-84,46.21105302,6.1531203,0.0,36.94240952,,,WIFI,0.013368775681055201,1.5920946725175114
f4:cf:e2:66:d8:b0,((o)) ville-geneve,[ESS],1970-01-01 0:00:00,6,2437,-74,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
f4:cf:e2:36:ab:9f,((o)) ville-geneve,[ESS],1970-01-01 0:00:00,116,5580,-82,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
2e:6f:c9:4a:77:5f,DIRECT-2SMFC-L8690CDW_BR775f,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,6,2437,-80,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
f4:cf:e2:36:ab:90,((o)) ville-geneve,[ESS],1970-01-01 0:00:00,1,2412,-70,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
1c:24:cd:71:d6:24,apr-69040,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,100,5500,-75,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
20:83:f8:b2:0f:f6,aubp,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,6,2437,-64,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
20:83:f8:b2:0f:f7,aubp,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,128,5640,-85,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
1c:24:cd:71:d6:20,apr-69040,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,1,2412,-69,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
4a:c8:62:0c:ca:f0,#Skyroam_2vf,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1970-01-01 0:00:00,3,2422,-76,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
e8:8f:6f:a2:57:96,Floatinn,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],1970-01-01 0:00:00,8,2447,-88,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
56:0f:36:c2:d9:0c,AndroidAP,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,6,2437,-81,46.21105152,6.15312698,0.0,36.94240952,,,WIFI,0.013371294710337146,1.592293975453159
0a:aa:d2:0f:8e:5f,OnePlus 8T,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1970-01-01 0:00:00,11,2462,-68,46.21105017,6.153132992,0.0,36.94240952,,,WIFI,0.013373564427664708,1.5924734844075301
5c:83:6c:a0:94:e3,WilsonConfig,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,132,5660,-88,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
5c:83:6c:a0:94:e2,WilsonSecurity,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,132,5660,-87,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
5c:83:6c:a0:94:e1,WilsonAV,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,132,5660,-88,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
5c:83:6c:a0:94:e0,Wilson,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,132,5660,-88,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
2c:ab:46:68:88:a3,WilsonConfig,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,1,2412,-87,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
2c:ab:46:68:88:a0,Wilson,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,1,2412,-86,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
2c:ab:46:68:88:a2,WilsonSecurity,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,1,2412,-86,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
2c:ab:46:68:88:a1,WilsonAV,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,1,2412,-86,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
a4:ce:da:88:47:c0,dwn-51927,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],2024-10-05 16:06:46,100,5500,-90,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
a4:ce:da:8d:32:70,nwu-54218,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],2024-10-05 16:06:46,100,5500,-87,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
e4:3e:d7:78:ab:85,honey,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2024-10-05 16:06:46,36,5180,-92,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
a0:b5:49:56:eb:90,wifi-home 5GHZ,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],2024-10-05 16:06:46,100,5500,-90,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
d8:8a:dc:4a:e0:e8,Marti_marine,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2024-10-05 16:06:46,8,2447,-84,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
30:de:4b:8e:e9:9b,Heythewifiworksfornow,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:06:46,36,5180,-88,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
9e:c6:20:93:c5:b9,Galaxy A50FBD4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,6,2437,-67,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
4a:c8:62:0c:ca:f0,#Skyroam_2vf,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:06:46,3,2422,-83,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
a0:b5:49:96:aa:90,qeb-17956,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],2024-10-05 16:06:46,100,5500,-87,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
ce:21:19:2f:47:28,Galaxy A64728,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,1,2412,-80,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
ec:f4:51:eb:13:11,tef-63175,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:06:46,100,5500,-86,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
0c:8e:29:fa:d4:a1,mfw-58422,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],2024-10-05 16:06:46,100,5500,-92,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
00:05:fe:c7:43:71,unknown TRC476017,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,7,2442,-88,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
36:de:4b:8e:e9:9b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:06:46,36,5180,-88,46.2109466,6.153505762,415.2614746,4.951830387,,,WIFI,0.01350293021386755,1.6021768303514636
22803_46001_28934177,Salt Mobile SA,LTE;ch,2024-10-05 16:06:46,3300,3300,-113,46.2109466,6.153505762,415.2614746,4.951830387,,,GSM,0.01350293021386755,1.6021768303514636
22803_46001_28934177,Salt Mobile SA,LTE;ch,2024-10-05 16:06:46,3300,3300,-89,46.2109466,6.153505762,415.2614746,4.951830387,,,GSM,0.01350293021386755,1.6021768303514636
a4:ce:da:b6:1d:38,WN-B61D30,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:08:07,1,2412,-86,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
a4:ce:da:88:47:c0,dwn-51927,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],2024-10-05 16:08:07,100,5500,-82,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
ec:97:e0:35:b4:a8,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:08:07,13,2472,-84,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
a0:8c:fd:3a:56:ef,DIRECT-EE-HP ENVY 4520 series,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:08:07,6,2437,-73,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
fc:ab:90:91:6c:61,Sunrise_5G_Box_6C61,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:08:07,11,2462,-87,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
6c:70:9f:df:87:22,DrSeite,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-10-05 16:08:07,11,2462,-85,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
c4:eb:43:80:8d:53,Sunrise_0702736,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:08:07,108,5540,-95,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
54:67:51:40:01:59,UPCABB46EB,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-10-05 16:08:07,6,2437,-91,46.21111075,6.153158377,416.5539551,15.85112,,,WIFI,0.013437925004874429,1.5989162634785141
