,radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
22804,LTE,228,2,42010,9089800,-1,6.11,46.1649,1000,10,1,2023-08-07 10:59:54,2024-01-27 08:28:09,0
23089,LTE,228,1,2727,18359819,-1,6.1427,46.2101,1000,4,1,2023-08-19 07:04:41,2024-06-23 23:07:15,0
23091,LTE,228,1,3535,19770116,-1,6.1518,46.2038,1000,4,1,2023-08-19 07:29:31,2024-07-28 06:35:38,0
23094,LTE,228,1,3535,18721030,-1,6.1627,46.1969,1000,14,1,2023-08-19 07:33:51,2024-07-28 06:35:38,0
23106,LTE,228,1,2727,19144710,-1,6.1116,46.2191,1000,8,1,2023-08-19 10:58:43,2024-08-03 10:45:11,0
23111,LTE,228,1,1111,19843590,-1,6.106,46.2279,1000,12,1,2023-08-19 11:00:53,2024-05-05 19:56:54,0
23477,LTE,228,2,42000,8976648,-1,6.14,46.2188,1000,15,1,2023-09-05 10:43:55,2024-06-23 23:07:12,0
23746,LTE,228,2,42010,8988682,-1,6.1475,46.2032,1000,9,1,2023-09-08 09:35:37,2024-05-12 15:51:02,0
23747,LTE,228,2,42010,9207040,-1,6.1368,46.1782,1000,4,1,2023-09-08 12:28:47,2024-01-27 08:28:09,0
23753,LTE,228,3,46001,28933377,-1,6.1549,46.2116,1000,2,1,2023-09-09 04:28:31,2024-06-08 11:24:04,0
23754,LTE,228,3,46001,28946946,-1,6.1631,46.2075,1000,7,1,2023-09-09 04:33:39,2024-07-08 21:49:19,0
24661,UMTS,228,2,42020,9037318,0,6.21,46.2376,1048,118,1,2023-09-23 12:31:13,2024-05-05 09:46:16,0
24666,UMTS,228,2,42020,9037317,0,6.2325,46.2403,2527,145,1,2023-09-23 12:37:19,2024-05-05 07:46:02,0
24705,UMTS,228,2,42000,9114373,0,6.1654,46.2804,5550,120,1,2023-09-23 13:08:34,2024-05-05 06:36:02,0
24753,UMTS,228,1,2727,18293000,0,6.1547,46.2051,685,131,1,2023-09-23 13:28:44,2024-05-05 06:54:03,0
24762,UMTS,228,2,42000,9126660,0,6.1622,46.2574,4224,123,1,2023-09-23 13:36:10,2024-05-05 06:42:16,0
24926,UMTS,228,2,42010,8960516,0,6.175,46.2113,1219,121,1,2023-09-23 16:50:02,2024-05-05 06:46:06,0
24965,UMTS,228,1,4242,17030147,0,6.1325,46.2657,7885,87,1,2023-09-23 20:02:10,2024-08-05 12:07:03,0
27440,UMTS,228,2,22300,29464844,197,6.1368,46.2105,1000,12,1,2023-12-13 02:54:02,2024-03-09 19:22:19,0
27441,UMTS,228,2,22300,29452606,35,6.1447,46.2052,1000,14,1,2023-12-13 03:01:52,2024-03-09 19:22:19,0
27446,UMTS,228,2,22300,29490197,74,6.1284,46.214,1000,9,1,2023-12-13 03:32:12,2024-03-09 19:22:19,0
27449,UMTS,228,2,22300,29449735,200,6.103,46.2205,1000,7,1,2023-12-13 03:38:19,2024-03-09 19:22:19,0
27450,UMTS,228,2,22300,29464742,180,6.0808,46.2265,1000,7,1,2023-12-13 03:43:43,2024-03-09 19:22:19,0
27451,UMTS,228,2,22300,29452705,20,6.0757,46.2279,1000,11,1,2023-12-13 03:44:10,2024-03-09 19:22:19,0
27453,UMTS,228,2,22300,29452707,220,6.0722,46.2289,1000,5,1,2023-12-13 03:45:10,2024-03-09 19:22:19,0
27454,UMTS,228,2,22300,29446167,255,6.0614,46.2306,1000,12,1,2023-12-13 03:46:36,2024-03-09 19:22:19,0
27455,UMTS,228,2,22300,29442313,84,6.0635,46.2312,1000,9,1,2023-12-13 03:46:50,2024-03-09 19:22:19,0
27456,UMTS,228,2,22300,29442713,62,6.0673,46.2302,1000,2,1,2023-12-13 03:47:14,2024-03-09 19:22:19,0
27458,UMTS,228,2,22300,29442315,92,6.0553,46.2304,1000,16,1,2023-12-13 03:47:56,2024-03-09 19:22:19,0
27459,UMTS,228,2,22300,29452832,12,6.0568,46.2323,1000,16,1,2023-12-13 03:48:43,2024-03-09 19:22:19,0
28600,LTE,228,1,1111,19843585,-1,6.1117,46.2321,1000,12,1,2023-11-02 03:47:19,2024-01-13 11:55:13,0
28601,LTE,228,1,1111,19843587,-1,6.106,46.2281,1000,19,1,2023-11-02 03:48:21,2024-06-28 20:37:33,0
28602,LTE,228,1,1111,17476354,-1,6.0713,46.2291,1000,12,1,2023-11-02 07:50:18,2024-08-03 10:45:12,0
29562,UMTS,228,3,6001,9874609,3,6.1458,46.194,1000,2,1,2023-12-03 02:30:54,2024-01-27 08:28:07,0
29564,UMTS,228,3,6001,9871802,110,6.1456,46.1954,1000,6,1,2023-12-03 02:32:23,2024-01-27 08:28:07,0
29565,UMTS,228,3,6001,9869521,250,6.1452,46.196,1000,12,1,2023-12-03 02:32:23,2024-01-27 08:28:07,0
29566,UMTS,228,3,6001,9861781,226,6.1452,46.1963,1000,8,1,2023-12-03 02:34:23,2024-01-27 08:28:07,0
29567,UMTS,228,3,6001,3312650,17,6.1458,46.1954,1000,3,1,2023-12-03 02:35:05,2024-01-27 08:28:07,0
29568,UMTS,228,3,6001,9861940,73,6.1439,46.1976,1000,2,1,2023-12-03 02:39:25,2024-01-27 08:28:07,0
29570,UMTS,228,2,22300,29491058,62,6.1469,46.1986,1000,2,1,2023-12-03 05:06:46,2024-01-27 08:28:08,0
29572,LTE,228,2,42010,8984840,-1,6.1469,46.1948,1000,2,1,2023-12-03 10:05:17,2024-01-27 08:28:08,0
29573,LTE,228,2,42010,8982020,-1,6.1458,46.1933,1000,2,1,2023-12-03 10:11:57,2024-01-27 08:28:08,0
29574,LTE,228,2,42010,8977929,-1,6.1479,46.1904,1000,7,1,2023-12-03 10:13:27,2024-01-27 08:28:08,0
29575,LTE,228,2,42010,8977928,-1,6.1481,46.1882,1000,5,1,2023-12-03 10:23:17,2024-01-27 08:28:09,0
29576,LTE,228,2,46001,28971553,-1,6.0988,46.1544,1000,16,1,2023-12-03 10:39:17,2024-01-27 08:28:09,0
29866,UMTS,228,1,2727,7816058,167,6.1109,46.2112,1000,4,1,2024-02-01 09:24:42,2024-02-05 13:23:23,0
29867,UMTS,228,1,2727,7851432,181,6.1099,46.2114,1000,3,1,2024-02-01 09:25:52,2024-02-05 13:23:23,0
29868,UMTS,228,1,2727,7851321,25,6.1131,46.2111,1000,3,1,2024-02-01 09:26:12,2024-02-05 13:23:23,0
29869,LTE,228,1,2727,18708225,-1,6.118,46.21,1000,3,1,2024-02-01 09:27:52,2024-02-05 13:23:23,0
29925,LTE,228,2,42000,9116417,-1,6.1508,46.2554,1000,4,1,2024-02-06 14:10:11,2024-02-06 20:47:10,0
29926,LTE,228,2,42000,9053953,-1,6.1336,46.2119,1000,1,1,2024-02-06 14:26:11,2024-02-06 14:26:11,0
29927,LTE,228,2,42000,9053954,-1,6.1274,46.2144,1000,9,1,2024-02-06 14:27:01,2024-05-12 15:51:03,0
30235,UMTS,228,1,1111,17474309,0,6.0902,46.1737,3534,19,1,2024-02-18 16:08:30,2024-02-18 21:43:02,0
30236,UMTS,228,1,1818,17593861,0,6.096,46.1474,1000,11,1,2024-02-18 16:12:50,2024-08-05 12:14:03,0
30373,LTE,228,1,1111,18414599,-1,6.1021,46.2251,1000,4,1,2024-02-20 09:47:36,2024-02-21 05:47:03,0
30374,LTE,228,1,1111,19764235,-1,6.1002,46.2195,1000,2,1,2024-02-20 09:55:56,2024-02-21 05:47:04,0
30375,LTE,228,3,46001,28973057,-1,6.0929,46.2149,1000,1,1,2024-02-20 09:59:56,2024-02-20 09:59:56,0
30376,LTE,228,3,46001,28973097,-1,6.0929,46.2149,1000,1,1,2024-02-20 09:59:46,2024-02-20 09:59:46,0
31033,UMTS,228,3,6001,9864811,31,6.0462,46.2431,1000,15,1,2024-03-02 05:16:21,2024-03-06 19:03:02,0
31526,UMTS,228,3,6001,9880501,24,6.0483,46.2417,1000,4,1,2024-03-06 11:41:34,2024-03-06 19:03:02,0
31527,UMTS,228,3,6001,9877742,250,6.048,46.2412,1000,3,1,2024-03-06 11:41:50,2024-03-06 19:03:02,0
31904,UMTS,228,2,22300,29464774,115,6.1453,46.2083,1000,4,1,2024-03-09 09:55:22,2024-03-09 19:22:18,0
31905,UMTS,228,2,22300,29464782,67,6.1463,46.2078,1000,2,1,2024-03-09 09:58:52,2024-03-09 19:22:18,0
31906,UMTS,228,2,22300,29453649,133,6.1513,46.2094,1000,2,1,2024-03-09 10:27:42,2024-03-09 19:22:18,0
31907,UMTS,228,2,22300,29453056,74,6.1294,46.2138,1000,2,1,2024-03-09 11:47:04,2024-03-09 19:22:19,0
31908,UMTS,228,2,22300,29452699,130,6.1238,46.2153,1000,5,1,2024-03-09 11:48:28,2024-03-09 19:22:19,0
31909,UMTS,228,2,22300,29453862,29,6.1208,46.2159,1000,4,1,2024-03-09 11:49:26,2024-03-09 19:22:19,0
31910,UMTS,228,2,22300,29464883,216,6.1173,46.2166,1000,6,1,2024-03-09 11:49:47,2024-03-09 19:22:19,0
31911,UMTS,228,2,22300,29464874,136,6.1128,46.2179,1000,5,1,2024-03-09 11:51:08,2024-03-09 19:22:19,0
31912,UMTS,228,2,22300,29488274,40,6.1085,46.2191,1000,6,1,2024-03-09 11:52:08,2024-03-09 19:22:19,0
31913,UMTS,228,2,22300,29453706,225,6.1059,46.2197,1000,2,1,2024-03-09 11:53:32,2024-03-09 19:22:19,0
31914,UMTS,228,2,22300,29485854,72,6.0952,46.2226,1000,8,1,2024-03-09 11:55:04,2024-03-09 19:22:19,0
31915,UMTS,228,2,22300,29464743,76,6.084,46.2257,1000,2,1,2024-03-09 11:57:37,2024-03-09 19:22:19,0
31916,UMTS,228,2,22300,29454187,199,6.0701,46.2294,1000,2,1,2024-03-09 12:01:42,2024-03-09 19:22:19,0
31917,UMTS,228,2,22300,29453068,172,6.069,46.2298,1000,3,1,2024-03-09 12:01:54,2024-03-09 19:22:19,0
31918,UMTS,228,2,22300,29442678,124,6.0625,46.2315,1000,3,1,2024-03-09 12:03:19,2024-03-09 19:22:19,0
31919,UMTS,228,2,22300,29446166,251,6.0652,46.2258,1000,2,1,2024-03-09 12:15:49,2024-05-25 11:02:08,0
31920,UMTS,228,2,22300,29454188,227,6.0544,46.2293,1000,1,1,2024-03-09 12:35:19,2024-03-09 12:35:19,0
32569,LTE,228,3,46001,28956950,-1,6.1,46.2213,1000,3,1,2024-03-15 07:41:40,2024-03-15 13:41:02,0
32570,LTE,228,3,46001,28956930,-1,6.1031,46.2196,1000,9,1,2024-03-15 07:42:30,2024-04-08 05:38:03,0
32571,LTE,228,2,42000,9075460,-1,6.1209,46.2158,1000,3,1,2024-03-15 07:46:40,2024-03-15 13:41:03,0
32572,LTE,228,2,42000,9144102,-1,6.1251,46.215,1000,4,1,2024-03-15 07:47:10,2024-05-12 15:51:03,0
32573,LTE,228,2,42000,9144100,-1,6.1296,46.2137,1000,7,1,2024-03-15 07:48:30,2024-05-12 15:51:03,0
32574,LTE,228,2,42000,9143077,-1,6.1392,46.2096,1000,7,1,2024-03-15 07:52:20,2024-05-12 15:51:03,0
32575,LTE,228,2,42000,9144094,-1,6.1442,46.2088,1000,6,1,2024-03-15 07:58:24,2024-03-15 13:41:03,0
32576,LTE,228,2,42000,9144095,-1,6.1454,46.2081,1000,13,1,2024-03-15 08:00:24,2024-06-23 23:07:14,0
32577,LTE,228,2,42000,9143326,-1,6.1551,46.2031,1000,1,1,2024-03-15 08:47:10,2024-03-15 08:47:10,0
32578,LTE,228,2,42000,9143340,-1,6.1546,46.2015,1000,2,1,2024-03-15 08:48:00,2024-03-15 14:40:02,0
32579,LTE,228,2,42010,8996105,-1,6.163,46.197,1000,1,1,2024-03-15 08:54:03,2024-03-15 08:54:03,0
32580,LTE,228,2,42010,8996104,-1,6.1644,46.1967,1000,3,1,2024-03-15 08:54:49,2024-03-15 14:40:02,0
32581,LTE,228,2,42020,9079305,-1,6.1812,46.1926,1000,1,1,2024-03-15 08:58:08,2024-03-15 08:58:08,0
32582,LTE,228,2,42020,8974600,-1,6.202,46.1881,1000,2,1,2024-03-15 09:01:19,2024-03-15 14:42:02,0
32891,LTE,228,2,42010,8971012,-1,6.1398,46.2057,1000,11,1,2024-03-17 14:07:56,2024-06-23 23:07:14,0
32892,LTE,228,2,42000,9142076,-1,6.1469,46.2154,1000,15,1,2024-03-18 02:15:58,2024-06-23 23:07:14,0
32893,LTE,228,2,42000,9142050,-1,6.148,46.2184,1000,14,1,2024-03-18 02:17:17,2024-06-23 23:07:13,0
32894,LTE,228,2,46001,28952065,-1,6.1394,46.2213,1000,1,1,2024-03-18 03:04:48,2024-03-18 03:04:48,0
32895,LTE,228,2,42000,8991238,-1,6.1394,46.2213,1000,1,1,2024-03-18 03:06:38,2024-03-18 03:06:38,0
32896,LTE,228,2,46001,28952087,-1,6.1394,46.2213,1000,1,1,2024-03-18 03:22:18,2024-03-18 03:22:18,0
32899,LTE,228,2,46001,28952085,-1,6.1394,46.2213,1000,1,1,2024-03-18 03:41:08,2024-03-18 03:41:08,0
32900,LTE,228,2,42000,8976656,-1,6.1394,46.2213,1000,1,1,2024-03-18 04:02:28,2024-03-18 04:02:28,0
32901,LTE,228,2,42000,9075296,-1,6.1394,46.2213,1000,1,1,2024-03-18 04:13:38,2024-03-18 04:13:38,0
32903,LTE,228,2,46001,28952067,-1,6.1394,46.2213,1000,1,1,2024-03-18 05:02:49,2024-03-18 05:02:49,0
32908,LTE,228,2,2727,18485509,-1,6.139,46.2212,1000,2,1,2024-03-18 05:57:39,2024-03-18 20:28:24,0
32909,UMTS,228,2,22300,29464794,171,6.1396,46.2134,1000,2,1,2024-03-18 10:31:40,2024-06-23 23:07:07,0
32910,LTE,228,1,2727,19209986,-1,6.1378,46.219,1000,22,1,2024-03-18 11:19:01,2024-06-23 23:07:03,0
32911,LTE,228,2,42000,8989954,-1,6.136,46.2156,1000,7,1,2024-03-18 11:23:51,2024-06-23 23:07:03,0
32918,LTE,228,1,2727,18415364,-1,6.135,46.2104,1000,5,1,2024-03-18 11:28:01,2024-06-23 23:07:02,0
32919,LTE,228,1,2727,19342091,-1,6.1414,46.2099,1000,3,1,2024-03-18 11:34:11,2024-06-23 23:07:03,0
32920,LTE,228,1,2727,19886081,-1,6.1397,46.2063,1000,11,1,2024-03-18 11:40:21,2024-06-23 23:07:02,0
32921,LTE,228,1,2727,17015554,-1,6.1398,46.2056,1000,3,1,2024-03-18 11:42:51,2024-06-23 23:07:15,0
32951,LTE,228,1,2727,18722823,-1,6.1447,46.2201,1000,1,1,2024-03-17 13:48:50,2024-03-17 13:48:50,0
32952,LTE,228,1,2727,18416133,-1,6.1415,46.2096,1000,1,1,2024-03-17 13:50:52,2024-03-17 13:50:52,0
32953,LTE,228,1,2727,18335489,-1,6.1377,46.2208,1000,5,1,2024-03-18 05:35:13,2024-06-23 23:07:12,0
32954,LTE,228,1,2727,19869697,-1,6.1387,46.2211,1000,1,1,2024-03-18 10:28:36,2024-03-18 10:28:36,0
32955,LTE,228,1,3535,18990345,-1,6.1399,46.2056,1000,6,1,2024-03-18 11:41:53,2024-06-23 23:07:11,0
33396,LTE,228,2,42000,9206812,-1,6.1256,46.2413,1000,2,1,2024-04-01 04:21:29,2024-04-01 10:17:03,0
33756,LTE,228,3,46001,28956961,-1,6.0972,46.222,1000,1,1,2024-04-06 02:53:35,2024-04-06 02:53:35,0
33757,LTE,228,3,46001,28956971,-1,6.0974,46.2218,1000,2,1,2024-04-06 02:54:27,2024-04-06 08:31:03,0
33758,LTE,228,2,42000,9108745,-1,6.0672,46.2236,1000,6,1,2024-04-06 04:39:20,2024-05-25 11:02:08,0
33759,LTE,228,2,42000,9108742,-1,6.0674,46.2296,1000,2,1,2024-04-06 04:41:50,2024-04-06 10:32:04,0
33809,LTE,228,3,46001,28972053,-1,6.1332,46.2058,1000,2,1,2024-04-07 23:30:50,2024-04-08 05:38:02,0
33810,LTE,228,3,46001,28972035,-1,6.1324,46.2058,1000,1,1,2024-04-07 23:31:50,2024-04-07 23:31:50,0
33811,LTE,228,3,46001,28972034,-1,6.1118,46.2113,1701,7,1,2024-04-07 23:32:20,2024-04-08 05:38:03,0
33812,LTE,228,3,46001,28942624,-1,6.0742,46.2221,1000,4,1,2024-04-07 23:35:20,2024-04-08 05:38:03,0
33813,LTE,228,3,46001,28942625,-1,6.0717,46.2218,1000,4,1,2024-04-07 23:35:30,2024-04-08 05:38:03,0
33814,LTE,228,3,46001,28964905,-1,6.0539,46.2201,1000,7,1,2024-04-07 23:36:30,2024-04-08 05:39:01,0
33815,LTE,228,3,46001,28964907,-1,6.0499,46.2197,1000,5,1,2024-04-07 23:36:50,2024-04-08 05:39:01,0
33816,LTE,228,3,46001,28964897,-1,6.047,46.2192,1000,4,1,2024-04-07 23:37:00,2024-04-08 05:39:01,0
33817,LTE,228,3,46001,28964631,-1,6.0343,46.2084,1000,4,1,2024-04-07 23:38:20,2024-04-08 05:39:01,0
33818,LTE,228,3,42000,9113857,-1,6.0319,46.2027,1000,11,1,2024-04-07 23:38:40,2024-04-08 05:39:01,0
33819,LTE,228,3,42000,8973062,-1,6.0275,46.1993,1000,7,1,2024-04-07 23:39:10,2024-04-08 05:39:01,0
34815,LTE,228,3,46001,28938793,-1,6.162,46.1972,1000,3,1,2024-04-21 13:11:32,2024-04-21 18:51:57,0
34816,LTE,228,3,42010,8960772,-1,6.1587,46.1982,1000,3,1,2024-04-21 13:11:54,2024-04-21 18:51:57,0
34817,LTE,228,3,42010,8985609,-1,6.1563,46.1988,1000,5,1,2024-04-21 13:12:04,2024-04-21 18:51:57,0
34818,LTE,228,3,42010,8985352,-1,6.1542,46.1996,1000,2,1,2024-04-21 13:12:25,2024-04-21 18:51:57,0
34819,LTE,228,3,42010,8965897,-1,6.1541,46.2004,1000,3,1,2024-04-21 13:12:45,2024-04-21 18:51:57,0
34820,LTE,228,3,46001,29013350,-1,6.1498,46.2049,1000,3,1,2024-04-21 13:14:34,2024-04-21 18:51:57,0
34821,LTE,228,3,46001,28946181,-1,6.148,46.2067,1000,1,1,2024-04-21 13:15:04,2024-04-21 13:15:04,0
34822,LTE,228,3,46001,28946180,-1,6.147,46.2089,1000,1,1,2024-04-21 13:16:46,2024-04-21 13:16:46,0
35051,UMTS,228,2,42010,8974084,0,6.1828,46.2062,1358,144,1,2024-05-04 10:11:20,2024-05-05 07:01:02,0
35052,UMTS,228,2,42010,8982532,0,6.177,46.2033,1000,14,1,2024-05-04 10:24:58,2024-05-05 06:50:03,0
35053,UMTS,228,2,42020,8990468,0,6.1904,46.2085,2003,108,1,2024-05-04 10:34:58,2024-05-05 07:05:03,0
35054,UMTS,228,1,42020,8990468,0,6.1677,46.209,1000,5,1,2024-05-04 10:43:28,2024-05-04 16:15:02,0
35055,UMTS,228,2,42010,8960517,0,6.1741,46.2055,1000,13,1,2024-05-04 10:49:58,2024-05-04 16:25:03,0
35056,UMTS,228,2,42020,9085446,0,6.2124,46.2157,1580,146,1,2024-05-04 11:09:58,2024-05-05 07:11:01,0
35057,UMTS,228,2,42020,8990469,0,6.2059,46.213,4190,112,1,2024-05-04 11:19:58,2024-05-05 07:26:02,0
35058,UMTS,228,2,42020,8974853,0,6.2082,46.2127,1000,29,1,2024-05-04 11:49:58,2024-05-04 17:25:03,0
35059,UMTS,228,2,42020,9037061,0,6.2224,46.2225,2293,74,1,2024-05-04 11:54:58,2024-05-05 07:16:01,0
35060,UMTS,228,1,42020,9085446,0,6.1724,46.2115,1000,7,1,2024-05-04 12:06:48,2024-05-04 17:42:02,0
35061,UMTS,228,2,42020,8974340,0,6.2008,46.2204,1000,18,1,2024-05-04 13:10:08,2024-05-04 18:53:02,0
35065,UMTS,228,2,42000,8969988,0,6.1531,46.2038,1000,1,1,2024-05-04 14:11:31,2024-05-04 14:11:31,0
35066,UMTS,228,2,42010,9088774,0,6.1001,46.1851,4577,3,1,2024-05-04 14:11:31,2024-05-05 04:31:01,0
35067,UMTS,228,2,42010,9088772,0,6.0756,46.177,1000,2,1,2024-05-04 23:00:11,2024-05-05 04:31:02,0
35068,UMTS,228,2,58507,154912273,0,6.2264,46.2251,1000,10,1,2024-05-04 23:32:41,2024-05-05 05:05:02,0
35069,UMTS,228,2,42020,9085445,0,6.2164,46.2038,1373,43,1,2024-05-05 00:00:31,2024-05-05 08:01:01,0
35070,UMTS,228,2,42020,9077510,0,6.2104,46.2005,1000,31,1,2024-05-05 00:05:11,2024-05-05 10:01:11,0
35071,UMTS,228,2,42020,9077509,0,6.2035,46.1974,1000,71,1,2024-05-05 00:10:11,2024-05-05 10:10:11,0
35072,UMTS,228,2,42020,9037829,0,6.2368,46.2321,1175,47,1,2024-05-05 00:50:21,2024-05-05 07:40:03,0
35073,UMTS,228,2,42020,9085444,0,6.2346,46.2128,2773,85,1,2024-05-05 02:00:21,2024-05-05 09:51:02,0
35074,UMTS,228,2,42020,9077508,0,6.2211,46.2056,1000,23,1,2024-05-05 04:20:31,2024-05-05 09:57:14,0
35121,LTE,228,1,1111,19843588,-1,6.1111,46.2317,1000,8,1,2023-11-02 03:47:23,2024-05-05 19:56:54,0
35122,LTE,228,1,1111,18377220,-1,6.0625,46.2353,1000,3,1,2023-11-02 03:55:13,2024-06-01 18:26:03,0
35472,LTE,228,2,42010,8988681,-1,6.1484,46.2024,1000,1,1,2024-05-12 07:30:00,2024-05-12 07:30:00,0
35473,LTE,228,1,3535,18709507,-1,6.1475,46.2012,1000,2,1,2024-05-12 08:30:31,2024-05-12 15:51:02,0
35474,LTE,228,1,3535,19728645,-1,6.1467,46.2012,1000,1,1,2024-05-12 08:56:42,2024-05-12 08:56:42,0
35475,LTE,228,2,42000,9144107,-1,6.1442,46.2017,1000,6,1,2024-05-12 09:11:00,2024-05-12 15:51:03,0
35476,LTE,228,2,42000,9144096,-1,6.1418,46.2051,1000,17,1,2024-05-12 09:57:21,2024-06-23 23:07:14,0
35529,LTE,228,3,46001,28959767,-1,6.0546,46.23,1000,1,1,2024-05-16 02:08:11,2024-05-16 02:08:11,0
35530,LTE,228,3,46001,28954411,-1,6.0546,46.23,1000,1,1,2024-05-16 02:09:31,2024-05-16 02:09:31,0
35665,LTE,228,2,42000,9108736,-1,6.0763,46.2222,1000,2,1,2024-05-25 03:16:58,2024-05-25 11:02:08,0
35666,UMTS,228,2,6001,9877839,178,6.0764,46.2222,1000,1,1,2024-05-25 03:30:16,2024-05-25 03:30:16,0
35667,LTE,228,2,46001,28964610,-1,6.0764,46.2222,1000,1,1,2024-05-25 03:30:37,2024-05-25 03:30:37,0
35668,LTE,228,2,46001,28964609,-1,6.0764,46.2222,1000,1,1,2024-05-25 03:30:26,2024-05-25 03:30:26,0
35669,LTE,228,2,46001,28964611,-1,6.0571,46.2182,1551,2,1,2024-05-25 03:30:47,2024-05-25 11:02:09,0
35670,LTE,228,2,46001,28967189,-1,6.0377,46.2142,1000,1,1,2024-05-25 03:34:00,2024-05-25 03:34:00,0
35671,LTE,228,2,46001,28967446,-1,6.019,46.1894,1000,1,1,2024-05-25 03:37:04,2024-05-25 03:37:04,0
35790,LTE,228,1,1111,17535239,-1,6.082,46.2274,1000,3,1,2024-06-01 06:20:46,2024-06-01 18:26:03,0
35791,LTE,228,1,1111,19908357,-1,6.079,46.2338,1000,5,1,2024-06-01 08:05:57,2024-06-01 18:26:03,0
35792,LTE,228,1,1111,19908358,-1,6.0772,46.2349,1000,4,1,2024-06-01 08:08:58,2024-06-01 18:26:03,0
35793,LTE,228,1,1111,19411460,-1,6.0746,46.2356,1000,8,1,2024-06-01 08:18:20,2024-06-01 18:26:04,0
35794,LTE,228,1,1111,18713606,-1,6.0743,46.2352,1000,2,1,2024-06-01 08:20:18,2024-06-01 18:26:03,0
35795,LTE,228,1,1111,19215361,-1,6.0734,46.2358,1000,14,1,2024-06-01 08:25:08,2024-06-01 18:26:04,0
35796,LTE,228,1,1111,19908355,-1,6.0741,46.2364,1000,1,1,2024-06-01 09:12:15,2024-06-01 09:12:15,0
35797,LTE,228,1,1111,17915401,-1,6.0732,46.2306,1000,7,1,2024-06-01 09:48:20,2024-06-01 18:26:04,0
35798,LTE,228,1,1111,19411459,-1,6.0717,46.2294,1000,1,1,2024-06-01 09:53:00,2024-06-01 09:53:00,0
36116,LTE,228,3,46001,28934177,-1,6.1601,46.2122,1000,6,1,2024-06-08 04:16:53,2024-07-08 21:49:18,0
36117,LTE,228,3,42010,8965890,-1,6.1519,46.218,1000,1,1,2024-06-08 04:32:54,2024-06-08 04:32:54,0
36118,LTE,228,1,2727,16983049,-1,6.1522,46.2208,1000,4,1,2024-06-08 04:59:26,2024-06-08 11:24:04,0
36119,LTE,228,1,3535,18089222,-1,6.1521,46.2209,1000,1,1,2024-06-08 05:03:37,2024-06-08 05:03:37,0
36120,LTE,228,1,1818,16985353,-1,6.1522,46.2206,1000,1,1,2024-06-08 05:44:06,2024-06-08 05:44:06,0
36131,LTE,228,1,2727,18410497,-1,6.1509,46.2244,1000,3,1,2024-06-08 08:32:46,2024-06-08 16:52:01,0
36132,LTE,228,1,2727,18410498,-1,6.1481,46.2252,1000,4,1,2024-06-08 08:36:06,2024-06-08 16:52:02,0
36133,LTE,228,1,2727,18410499,-1,6.1485,46.2264,1000,15,1,2024-06-08 08:36:16,2024-06-08 16:52:02,0
36134,LTE,228,1,2727,19675397,-1,6.1465,46.2268,1000,10,1,2024-06-08 09:07:32,2024-06-08 16:52:02,0
36499,LTE,228,1,2727,18727686,-1,6.1354,46.2085,1000,2,1,2024-06-16 04:48:35,2024-06-16 12:21:02,0
36500,LTE,228,1,2727,18408197,-1,6.1338,46.207,1000,1,1,2024-06-16 04:51:05,2024-06-16 04:51:05,0
36501,LTE,228,1,2727,19706373,-1,6.1254,46.2017,1000,6,1,2024-06-16 04:52:56,2024-06-16 12:21:02,0
36502,LTE,228,1,3535,19745026,-1,6.121,46.2017,1000,1,1,2024-06-16 05:03:40,2024-06-16 05:03:40,0
36503,LTE,228,1,1111,19060744,-1,6.1209,46.2012,1000,2,1,2024-06-16 05:12:39,2024-06-16 12:21:02,0
36504,LTE,228,1,3535,18416649,-1,6.1209,46.2011,1000,1,1,2024-06-16 05:14:23,2024-06-16 05:14:23,0
36505,LTE,228,1,3535,18429700,-1,6.1226,46.199,1000,2,1,2024-06-16 05:50:34,2024-06-16 12:21:03,0
36506,LTE,228,1,3535,19631106,-1,6.123,46.1986,1000,4,1,2024-06-16 05:55:42,2024-06-16 12:21:02,0
36507,LTE,228,1,3535,17972738,-1,6.1227,46.1988,1000,1,1,2024-06-16 06:23:55,2024-06-16 06:23:55,0
36553,LTE,228,1,2727,17584132,0,6.1506,46.2168,1000,1,1,2024-06-18 10:17:30,2024-06-18 10:17:30,0
36554,LTE,228,1,2727,18710529,0,6.15,46.2151,1000,1,1,2024-06-18 11:09:36,2024-06-18 11:09:36,0
36555,LTE,228,1,2727,18710530,0,6.1475,46.215,1000,1,1,2024-06-18 16:44:13,2024-06-18 16:44:13,0
36556,LTE,228,1,2727,18710533,0,6.1478,46.2157,1000,1,1,2024-06-18 17:00:39,2024-06-18 17:00:39,0
36692,LTE,228,1,2727,18335490,-1,6.1394,46.2213,1000,4,1,2024-03-19 02:47:11,2024-06-23 23:07:12,0
36693,LTE,228,1,2727,18722825,-1,6.1408,46.2199,1000,9,1,2024-03-19 10:47:04,2024-06-23 23:06:03,0
36694,LTE,228,1,2727,18722824,-1,6.1413,46.2177,1000,6,1,2024-03-19 10:50:44,2024-06-23 23:06:03,0
36695,LTE,228,1,2727,19768324,-1,6.1342,46.2154,1000,1,1,2024-03-20 12:13:07,2024-03-20 12:13:07,0
36696,LTE,228,1,2727,19768325,-1,6.1344,46.2147,1000,5,1,2024-03-20 12:13:27,2024-06-23 23:07:02,0
