,radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
127,LTE,228,1,4242,17030147,0,6.1348,46.2587,3036,48,1,2014-05-17 18:21:31,2024-05-05 19:56:55,0
145,LTE,228,1,1111,17033218,0,6.1171,46.1992,1000,3,1,2014-07-11 15:24:46,2024-06-16 12:21:03,0
174,UMTS,228,1,2727,7852354,16,6.1184,46.2133,1000,14,1,2014-08-22 22:12:24,2024-02-05 13:59:06,0
707,UMTS,228,1,1111,7303110,50,6.0516,46.2343,5535,78,1,2015-07-01 11:06:05,2024-08-03 10:45:15,0
708,UMTS,228,1,1111,7328596,204,6.0235,46.242,3091,113,1,2015-07-01 11:06:05,2024-08-03 10:45:15,0
709,UMTS,228,1,1111,7302818,26,6.0471,46.2358,1000,37,1,2015-07-02 19:40:13,2024-08-03 10:45:15,0
710,UMTS,228,1,1111,7303099,49,6.0524,46.2304,1000,53,1,2015-07-02 19:40:13,2024-02-05 13:23:23,0
731,LTE,228,2,42000,8965121,0,6.1488,46.2342,2556,64,1,2015-07-14 20:05:20,2024-06-23 23:07:15,0
732,LTE,228,2,42000,8965125,0,6.1477,46.2296,2496,48,1,2015-07-14 20:05:20,2024-02-06 20:47:10,0
743,UMTS,228,1,1111,7302755,25,6.0575,46.233,1000,17,1,2015-07-31 12:04:57,2024-08-03 10:45:15,0
744,UMTS,228,1,1111,7328076,82,6.0566,46.233,1069,33,1,2015-07-31 12:04:57,2024-08-03 10:45:15,0
760,LTE,228,2,42000,9113862,0,6.0168,46.2361,2703,58,1,2015-08-24 06:57:49,2024-08-03 10:45:09,0
761,LTE,228,2,42000,9113860,0,6.0362,46.2388,3515,17,1,2015-08-24 11:40:22,2024-08-03 10:45:09,0
762,LTE,228,2,42000,8965382,0,6.1169,46.2537,2603,81,1,2015-08-24 11:40:22,2024-04-01 10:17:03,0
765,LTE,228,2,42000,8970240,0,6.1113,46.2292,6499,24,1,2015-08-25 07:02:12,2024-08-03 10:45:08,0
766,LTE,228,2,42000,9127424,0,6.0755,46.2279,1445,9,1,2015-08-26 01:45:06,2024-02-06 20:47:11,0
767,LTE,228,2,42000,8987393,0,6.1231,46.2334,1000,38,1,2015-08-26 17:09:47,2024-04-01 10:17:03,0
769,LTE,228,2,42000,8971524,0,6.0633,46.2291,5321,6,1,2015-08-27 11:28:02,2024-02-06 20:47:11,0
770,LTE,228,2,42000,8965377,0,6.1223,46.2408,1377,45,1,2015-08-27 17:24:06,2024-04-01 10:17:03,0
777,LTE,228,2,42000,8987394,0,6.1208,46.2423,1948,25,1,2015-08-31 10:24:16,2024-04-01 10:17:03,0
781,LTE,228,2,42000,8970241,0,6.1037,46.2279,1000,71,1,2015-09-02 16:51:33,2024-08-03 10:45:08,0
826,LTE,228,2,42000,8965122,0,6.1505,46.2505,1211,25,1,2015-09-29 12:44:47,2024-02-06 20:47:10,0
828,LTE,228,2,42000,8994305,0,6.118,46.2088,5611,9,1,2015-09-29 13:16:35,2024-03-15 13:41:03,0
829,LTE,228,2,42000,8972549,0,6.1391,46.2213,1000,9,1,2015-09-30 17:47:48,2024-06-23 23:07:12,0
830,LTE,228,2,42000,8980481,0,6.1463,46.2255,1572,15,1,2015-09-30 17:47:48,2024-06-23 23:07:15,0
841,LTE,228,2,42000,8964352,0,6.1387,46.2238,1000,8,1,2015-10-04 07:44:14,2024-04-01 10:17:03,0
843,LTE,228,2,42000,8966658,0,6.1413,46.2116,4320,41,1,2015-10-04 13:15:36,2024-06-23 23:07:03,0
844,LTE,228,2,42000,8966656,0,6.1439,46.2106,1000,19,1,2015-10-04 13:15:36,2024-06-23 23:07:15,0
845,LTE,228,2,42000,8991232,0,6.1388,46.2087,2381,19,1,2015-10-04 13:25:10,2024-02-06 20:47:11,0
860,LTE,228,2,42000,8964354,0,6.1316,46.2269,1407,42,1,2015-10-13 01:43:48,2024-04-01 10:17:03,0
1022,LTE,228,2,42010,9100805,0,6.1152,46.1694,1999,19,1,2016-02-27 22:12:05,2024-01-27 08:28:09,0
1096,LTE,228,2,42000,8975361,0,6.1461,46.2059,1000,15,1,2016-03-14 21:51:39,2024-06-23 23:07:14,0
1101,LTE,228,2,42010,8971008,0,6.1411,46.2056,1000,90,1,2016-03-14 21:51:39,2024-06-23 23:07:12,0
1102,LTE,228,2,42000,8966657,0,6.1421,46.2091,1000,92,1,2016-03-14 21:51:39,2024-06-23 23:07:15,0
1108,LTE,228,2,42000,8965378,0,6.1225,46.2483,2168,58,1,2016-03-14 21:51:48,2024-04-01 10:17:03,0
1369,UMTS,228,1,1818,7290479,114,6.1997,46.1664,1409,53,1,2016-03-22 06:52:55,2024-07-21 14:27:20,0
1383,UMTS,228,1,1818,7336389,251,6.2018,46.1673,2167,43,1,2016-03-22 06:52:59,2024-07-21 14:27:20,0
1384,UMTS,228,1,1818,7336390,250,6.1746,46.1566,1000,16,1,2016-03-22 06:52:59,2024-07-21 14:27:19,0
1604,LTE,228,1,1111,17031173,0,6.119,46.2328,4365,52,1,2016-03-24 21:12:13,2024-02-21 05:47:03,0
1606,LTE,228,1,1111,17890561,0,6.0476,46.2358,1000,61,1,2016-03-24 21:12:13,2024-08-03 10:45:11,0
1607,LTE,228,1,1111,17891590,0,6.044,46.2367,1000,13,1,2016-03-24 21:12:13,2024-08-03 10:45:15,0
1608,LTE,228,1,1111,17890819,0,6.0527,46.2333,500,116,1,2016-03-24 21:12:13,2024-08-03 10:45:15,0
1625,LTE,228,1,1111,17031172,0,6.1243,46.2547,6520,67,1,2016-03-24 21:12:13,2024-02-21 05:47:03,0
1626,LTE,228,1,1111,17891586,0,6.0679,46.2047,7074,99,1,2016-03-24 21:12:13,2024-05-05 19:56:54,0
1640,LTE,228,1,1111,16976643,0,6.0817,46.2319,1000,32,1,2016-03-24 21:12:13,2024-06-01 18:26:03,0
1641,LTE,228,1,1111,16977153,0,6.0647,46.2214,2189,32,1,2016-03-24 21:12:13,2024-08-03 10:45:11,0
1642,LTE,228,1,1111,16977154,0,6.055,46.2309,1000,92,1,2016-03-24 21:12:13,2024-08-03 10:45:11,0
1643,LTE,228,1,1111,17890818,0,6.0507,46.2283,901,200,1,2016-03-24 21:12:13,2024-08-03 10:45:15,0
1661,LTE,228,1,1111,17783298,0,6.0745,46.2339,1000,11,1,2016-03-24 21:12:13,2024-06-01 18:26:04,0
1664,LTE,228,1,1111,17891585,0,6.0719,46.2368,2855,39,1,2016-03-24 21:12:13,2024-06-01 18:26:04,0
1699,LTE,228,1,1111,17031174,0,6.0576,46.251,4524,14,1,2016-03-24 21:12:13,2024-02-21 05:47:03,0
1700,LTE,228,1,1111,17783297,0,6.0761,46.2381,1000,28,1,2016-03-24 21:12:13,2024-06-01 18:26:03,0
1702,LTE,228,1,1111,17891589,0,6.0713,46.2,7661,15,1,2016-03-24 21:12:13,2024-08-03 10:45:11,0
1703,LTE,228,1,1111,18100225,0,6.0266,46.2418,1496,201,1,2016-03-24 21:12:13,2024-08-03 10:45:51,0
1880,UMTS,228,1,2727,7852294,58,6.1141,46.2106,1000,9,1,2016-03-24 21:54:49,2024-02-05 13:23:23,0
1980,UMTS,228,1,3535,7856015,47,6.1566,46.2064,1000,12,1,2016-03-24 21:55:33,2024-02-05 13:23:23,0
2064,LTE,228,1,2727,17710083,0,6.1486,46.227,1000,26,1,2016-03-25 01:29:24,2024-06-08 16:52:02,0
2069,LTE,228,1,2727,17015555,0,6.1397,46.2066,1000,25,1,2016-03-25 01:29:24,2024-06-23 23:07:12,0
2086,LTE,228,1,2727,17030402,0,6.1495,46.2308,2757,28,1,2016-03-25 01:29:24,2024-07-03 23:18:07,0
2090,LTE,228,1,2727,17783042,0,6.1376,46.221,1000,40,1,2016-03-25 01:29:24,2024-03-18 20:29:03,0
2106,LTE,228,1,3535,17583105,0,6.1477,46.1973,1000,36,1,2016-03-25 01:29:35,2024-08-03 10:45:11,0
2116,LTE,228,1,3535,17583878,0,6.1482,46.1996,1000,47,1,2016-03-25 01:29:35,2024-05-12 15:51:02,0
2126,LTE,228,1,3535,17042691,0,6.1576,46.2006,1000,27,1,2016-03-25 01:29:34,2024-07-28 06:35:38,0
2135,LTE,228,1,3535,17683717,0,6.1454,46.1996,1000,59,1,2016-03-25 01:29:35,2024-08-03 10:45:11,0
2136,LTE,228,1,3535,18089217,0,6.1586,46.2042,1000,7,1,2016-03-25 01:29:36,2024-07-03 23:18:07,0
2506,LTE,228,2,42000,8976644,0,6.1444,46.2174,1000,8,1,2016-03-25 01:30:15,2024-06-23 23:07:13,0
2511,LTE,228,2,42010,8961028,0,6.1465,46.1961,1000,18,1,2016-03-25 01:30:16,2024-01-27 08:28:08,0
2513,LTE,228,2,42010,8973568,0,6.174,46.2192,2826,10,1,2016-03-25 01:30:16,2024-05-12 15:51:02,0
2516,LTE,228,2,42010,8996352,0,6.1712,46.1954,1000,42,1,2016-03-25 01:30:17,2024-03-15 14:40:02,0
2524,LTE,228,2,42020,8968962,0,6.1656,46.2108,1495,43,1,2016-03-25 01:30:17,2024-07-08 21:49:18,0
2525,LTE,228,2,42010,9101313,0,6.124,46.1698,1000,35,1,2016-03-25 01:30:17,2024-01-27 08:28:09,0
2548,LTE,228,2,42000,8964357,0,6.1164,46.2141,6866,12,1,2015-11-23 02:39:46,2024-06-23 23:07:12,0
2553,LTE,228,2,42000,8976646,0,6.139,46.2208,1000,6,1,2015-11-12 12:28:42,2024-06-23 23:07:12,0
2556,LTE,228,2,42000,8976642,0,6.1347,46.219,1000,21,1,2016-03-25 01:30:15,2024-06-23 23:07:03,0
2557,LTE,228,2,42000,9075456,0,6.1212,46.2156,1000,11,1,2016-03-25 01:30:16,2024-03-15 13:41:03,0
2559,LTE,228,2,42010,8973826,0,6.1473,46.197,1000,21,1,2016-03-25 01:30:16,2024-05-12 15:51:03,0
2560,LTE,228,2,42010,8968705,0,6.1518,46.2056,1000,48,1,2016-03-25 01:30:16,2024-06-23 23:07:14,0
2562,LTE,228,2,42010,8984834,0,6.1455,46.1965,1000,19,1,2016-03-25 01:30:17,2024-01-27 08:28:07,0
2564,LTE,228,2,42010,8990977,0,6.1406,46.1998,1000,81,1,2016-03-25 01:30:17,2024-01-27 08:28:08,0
2565,LTE,228,2,42010,8996096,0,6.1654,46.1962,1000,23,1,2016-03-25 01:30:17,2024-03-15 14:40:03,0
2567,LTE,228,2,42010,8996609,0,6.1456,46.193,1000,25,1,2016-03-25 01:30:17,2024-01-27 08:28:08,0
2569,LTE,228,2,42010,9089792,0,6.111,46.1661,1000,25,1,2016-03-25 01:30:17,2024-01-27 08:28:09,0
2575,LTE,228,2,42020,9206272,0,6.196,46.2377,1000,11,1,2016-03-25 01:30:18,2024-07-03 23:18:08,0
2603,LTE,228,2,42000,8971520,0,6.0618,46.2299,1000,17,1,2016-03-25 01:30:15,2024-08-03 10:45:08,0
2604,LTE,228,2,42000,8981254,0,6.1408,46.2062,1000,4,1,2015-07-10 11:41:52,2024-06-23 23:07:14,0
2605,LTE,228,2,42000,8995586,0,6.0725,46.2301,1000,4,1,2016-03-18 08:38:31,2024-02-06 20:47:11,0
2606,LTE,228,2,42000,8994310,0,6.1116,46.2142,1000,9,1,2016-03-25 01:30:16,2024-03-15 13:41:03,0
2609,LTE,228,2,42000,9116418,0,6.1482,46.2483,4097,33,1,2016-03-25 01:30:16,2024-06-23 23:07:15,0
2610,LTE,228,2,42010,8978176,0,6.1487,46.1824,1000,15,1,2016-03-25 01:30:16,2024-01-27 08:28:09,0
2617,LTE,228,2,42010,8988672,0,6.1498,46.2025,1000,30,1,2016-03-25 01:30:17,2024-05-12 15:51:02,0
2618,LTE,228,2,42010,8988673,0,6.1481,46.2016,1000,14,1,2016-03-25 01:30:17,2024-05-12 15:51:02,0
2622,LTE,228,2,42010,8990976,0,6.1416,46.2028,1000,18,1,2016-03-25 01:30:17,2024-01-27 08:28:08,0
2627,LTE,228,2,42020,9078273,0,6.1936,46.1884,1000,19,1,2016-03-25 01:30:18,2024-03-15 14:40:03,0
2628,LTE,228,2,42020,8974592,0,6.2086,46.1861,1000,35,1,2016-03-25 01:30:17,2024-03-15 14:42:03,0
2668,LTE,228,2,42000,8964356,0,6.1365,46.2249,1146,6,1,2016-03-25 01:30:15,2024-06-23 23:07:13,0
2671,LTE,228,2,42000,8972548,0,6.1528,46.2323,1133,21,1,2016-03-25 01:30:15,2024-02-06 20:47:10,0
2672,LTE,228,2,42000,8976641,0,6.1375,46.2169,1058,24,1,2016-03-25 01:30:15,2024-06-23 23:07:03,0
2674,LTE,228,2,42000,9126656,0,6.164,46.2687,1000,48,1,2016-03-25 01:30:16,2024-02-06 20:47:10,0
2675,LTE,228,2,42000,9113856,0,6.0495,46.2326,3095,64,1,2016-03-25 01:30:16,2024-08-03 10:45:09,0
2680,LTE,228,2,42010,8976385,0,6.0953,46.1454,1576,76,1,2016-03-25 01:30:16,2024-01-27 08:28:09,0
2685,LTE,228,2,42010,8960512,0,6.1652,46.2072,1511,19,1,2016-03-25 01:30:16,2024-07-08 21:49:18,0
2688,LTE,228,2,42010,8990978,0,6.1393,46.2039,1000,19,1,2016-03-25 01:30:17,2024-06-23 23:07:09,0
2689,LTE,228,2,42010,8985344,0,6.154,46.1995,1000,19,1,2016-03-25 01:30:17,2024-03-15 14:40:02,0
2690,LTE,228,2,42010,8990722,0,6.1518,46.1981,1534,22,1,2016-03-25 01:30:17,2024-01-27 08:28:08,0
2714,LTE,228,2,42000,8991489,0,6.1406,46.2125,1103,31,1,2016-03-25 01:30:16,2024-06-23 23:07:03,0
2716,LTE,228,2,42000,8989952,0,6.1366,46.2137,1000,15,1,2016-03-25 01:30:15,2024-06-23 23:07:03,0
2717,LTE,228,2,42000,8971521,0,6.0616,46.222,1139,15,1,2016-03-25 01:30:15,2024-05-25 11:02:08,0
2718,LTE,228,2,42000,8971776,0,6.0816,46.2268,2250,20,1,2016-03-25 01:30:15,2024-02-06 20:47:11,0
2719,LTE,228,2,42000,8981253,0,6.1458,46.2092,1000,6,1,2015-07-26 10:19:14,2024-06-23 23:07:14,0
2720,LTE,228,2,42000,8976645,0,6.139,46.2162,1000,9,1,2016-03-25 01:30:15,2024-03-18 20:28:21,0
2724,LTE,228,2,42010,8960516,0,6.1754,46.2082,1456,22,1,2016-03-25 01:30:16,2024-07-08 21:49:18,0
2725,LTE,228,2,42010,8984833,0,6.1435,46.1958,1302,17,1,2016-03-25 01:30:17,2024-01-27 08:28:08,0
2727,LTE,228,2,42010,8965889,0,6.1551,46.2008,1000,30,1,2016-03-25 01:30:16,2024-03-15 14:40:02,0
2728,LTE,228,2,42010,8960517,0,6.1672,46.2019,1000,9,1,2016-03-25 01:30:16,2024-07-08 21:49:18,0
2731,LTE,228,2,42010,8988674,0,6.1476,46.2036,1000,26,1,2016-03-25 01:30:17,2024-05-12 15:51:02,0
2732,LTE,228,2,42010,8986112,0,6.1714,46.2039,1090,150,1,2016-03-25 01:30:17,2024-07-08 21:49:18,0
2733,LTE,228,2,42010,8996097,0,6.1629,46.196,1000,15,1,2016-03-25 01:30:17,2024-03-15 14:40:02,0
2735,LTE,228,2,42010,9089793,0,6.1061,46.1634,1000,45,1,2016-03-25 01:30:17,2024-01-27 08:28:09,0
2737,LTE,228,2,42020,8974596,0,6.2209,46.1826,1000,21,1,2016-03-25 01:30:17,2024-03-15 14:42:03,0
2740,LTE,228,2,42020,8968961,0,6.1732,46.2123,1000,10,1,2016-03-25 01:30:17,2024-07-03 23:18:06,0
2742,LTE,228,2,42020,9062401,0,6.1847,46.1863,1373,55,1,2016-03-25 01:30:17,2024-03-15 14:40:03,0
2768,LTE,228,2,42000,8976640,0,6.1374,46.2208,1872,13,1,2016-03-25 01:30:15,2024-06-23 23:07:03,0
2771,LTE,228,2,42000,8971522,0,6.0565,46.227,1000,21,1,2016-03-25 01:30:15,2024-05-16 07:45:03,0
2773,LTE,228,2,42000,9126657,0,6.1672,46.2756,1000,18,1,2016-03-25 01:30:16,2024-02-06 20:47:10,0
2777,LTE,228,2,42010,8960768,0,6.1572,46.1963,1000,18,1,2016-03-25 01:30:16,2024-03-15 14:40:02,0
2779,LTE,228,2,42010,8961030,0,6.1399,46.1995,1000,21,1,2016-03-25 01:30:16,2024-01-27 08:28:07,0
2780,LTE,228,2,42010,8965632,0,6.1444,46.2036,1000,87,1,2016-03-25 01:30:16,2024-05-12 15:51:03,0
2781,LTE,228,2,42010,8960256,0,6.1618,46.2111,2187,71,1,2016-03-25 01:30:16,2024-06-23 23:07:14,0
2786,LTE,228,2,42020,8974594,0,6.1988,46.1899,1000,13,1,2016-03-25 01:30:17,2024-03-15 14:40:03,0
3124,UMTS,228,1,1111,7328149,113,6.1034,46.2142,1000,12,1,2016-03-25 21:26:46,2024-02-05 13:23:23,0
3133,UMTS,228,1,1111,7326595,90,6.1051,46.2105,1000,15,1,2016-03-25 21:26:46,2024-02-05 13:23:23,0
3164,LTE,228,2,42000,8986881,0,6.1313,46.2299,1000,67,1,2016-03-29 23:32:54,2024-04-01 10:17:03,0
3165,LTE,228,2,42000,9024512,0,6.1237,46.2353,1576,36,1,2016-03-29 23:32:54,2024-04-01 10:17:03,0
3182,LTE,228,1,2727,17015557,0,6.1406,46.2052,1000,25,1,2016-03-30 21:55:50,2024-06-23 23:07:14,0
3189,LTE,228,1,2727,18090245,0,6.1341,46.2091,1000,11,1,2016-03-31 22:06:11,2024-06-23 23:07:02,0
3226,LTE,228,1,2727,17015558,0,6.1397,46.2068,1000,49,1,2016-04-05 11:05:38,2024-08-03 10:45:11,0
3232,LTE,228,2,42000,8961536,0,6.1335,46.2096,1000,12,1,2016-04-07 16:56:03,2024-06-23 23:07:02,0
3277,LTE,228,2,42000,8991490,0,6.1405,46.216,1000,37,1,2016-03-25 01:30:16,2024-06-23 23:07:03,0
3286,LTE,228,1,2727,17015556,0,6.1418,46.2072,1000,32,1,2016-04-20 22:13:23,2024-06-23 23:06:02,0
3375,LTE,228,1,3535,18085377,0,6.1611,46.2054,1000,9,1,2016-05-13 19:10:20,2024-07-08 21:49:18,0
3386,LTE,228,1,1111,17033221,0,6.1237,46.1585,4777,8,1,2016-05-16 23:06:03,2024-06-16 12:21:02,0
3393,LTE,228,1,1111,17591300,0,6.0973,46.2226,1000,21,1,2016-05-19 13:06:25,2024-05-05 19:56:54,0
3413,LTE,228,1,2727,17710084,0,6.1506,46.2206,2221,18,1,2016-05-27 22:42:18,2024-06-08 11:24:04,0
3455,LTE,228,1,2727,17014785,0,6.1512,46.227,32988,62,1,2016-06-03 01:46:44,2024-06-23 23:07:13,0
3501,LTE,228,1,2727,17014787,0,6.1344,46.2202,1000,26,1,2016-06-13 21:08:13,2024-06-23 23:07:13,0
3530,LTE,228,2,42010,8976384,0,6.0987,46.1608,1020,92,1,2016-03-25 01:30:16,2024-01-27 08:28:09,0
3558,LTE,228,1,1818,17866244,0,6.2159,46.2594,2599,15,1,2016-06-29 20:06:07,2024-07-03 23:18:06,0
3603,LTE,228,2,42010,8985600,0,6.1582,46.2002,1000,23,1,2016-07-09 08:05:13,2024-03-15 14:40:02,0
3623,LTE,228,2,42010,8985601,0,6.156,46.199,1000,28,1,2016-07-15 19:08:35,2024-03-15 14:40:02,0
3624,LTE,228,1,2727,17014786,0,6.1327,46.1935,12101,17,1,2016-07-15 20:05:49,2024-06-23 23:07:02,0
3682,LTE,228,1,1111,17474306,0,6.0832,46.1934,2597,147,1,2016-07-27 18:10:48,2024-06-28 20:37:32,0
3683,LTE,228,1,1111,17474305,0,6.0806,46.1978,2474,194,1,2016-07-27 18:10:48,2024-02-21 05:47:04,0
3695,LTE,228,2,42000,9168641,0,6.1452,46.2126,1000,47,1,2016-07-30 14:14:27,2024-06-23 23:07:14,0
3696,LTE,228,2,42000,9168642,0,6.1445,46.2164,1000,18,1,2016-07-30 14:14:27,2024-06-23 23:07:03,0
3739,UMTS,228,1,3535,7838457,131,6.1618,46.2096,1000,15,1,2016-08-09 04:49:56,2024-02-05 13:23:23,0
3779,LTE,228,2,42000,8972545,0,6.1361,46.2087,12677,68,1,2016-08-16 18:28:51,2024-06-23 23:07:13,0
3780,LTE,228,2,42000,8972544,0,6.1503,46.2287,1185,71,1,2016-08-16 18:28:51,2024-02-06 20:47:10,0
3793,LTE,228,2,42000,9127426,0,6.0724,46.2284,1000,29,1,2016-08-17 22:06:23,2024-02-06 20:47:11,0
3852,LTE,228,2,42010,9027072,0,6.1452,46.2023,1000,17,1,2016-08-26 08:05:48,2024-01-27 08:28:08,0
3887,LTE,228,1,1111,16851974,0,6.0997,46.2145,1975,31,1,2016-08-29 10:04:32,2024-02-21 05:47:04,0
3888,LTE,228,1,1111,16851972,0,6.1016,46.2208,1000,22,1,2016-08-29 10:04:32,2024-02-21 05:47:04,0
3907,LTE,228,1,2727,17710087,0,6.1508,46.221,1000,11,1,2016-09-01 12:06:04,2024-06-08 11:24:04,0
3929,LTE,228,2,42000,9102082,0,6.0976,46.2192,5210,101,1,2016-09-04 19:06:48,2024-04-06 08:31:03,0
3943,LTE,228,2,42000,9102080,0,6.1073,46.2142,11508,82,1,2016-09-05 19:06:55,2024-02-06 20:47:11,0
3998,LTE,228,2,42010,9076992,0,6.1462,46.199,1000,50,1,2016-09-11 22:06:38,2024-05-12 15:51:03,0
4033,LTE,228,2,42000,8983553,0,6.0966,46.1924,3674,20,1,2016-09-17 13:06:36,2024-02-06 20:47:11,0
4089,LTE,228,2,42000,8983552,0,6.1203,46.2081,6891,56,1,2016-09-26 19:46:18,2024-03-15 13:41:03,0
4090,LTE,228,2,42010,9089281,0,6.0964,46.1477,1315,33,1,2016-03-25 01:30:17,2024-01-27 08:28:09,0
4092,LTE,228,2,42000,9075201,0,6.1436,46.2166,1000,22,1,2016-09-26 21:08:35,2024-06-23 23:07:15,0
4093,LTE,228,2,42000,9075200,0,6.1452,46.2223,1000,33,1,2016-09-26 21:08:35,2024-06-23 23:07:12,0
4094,LTE,228,2,42000,9075202,0,6.1422,46.2221,1000,47,1,2016-09-26 21:08:35,2024-06-23 23:07:13,0
4098,LTE,228,1,2727,17710088,0,6.147,46.2231,1000,5,1,2016-09-27 22:06:38,2024-06-08 16:52:02,0
4136,LTE,228,2,42010,9076993,0,6.1487,46.1966,1000,21,1,2016-10-04 06:29:11,2024-01-27 08:28:08,0
4137,LTE,228,2,42010,8997121,0,6.148,46.205,1000,31,1,2016-10-04 06:29:11,2024-06-23 23:07:14,0
4138,LTE,228,2,42010,9026568,0,6.1502,46.2045,1000,55,1,2016-10-04 06:29:11,2024-03-15 14:40:02,0
4153,LTE,228,2,42000,8970245,0,6.105,46.2264,1000,24,1,2016-10-05 20:17:31,2024-08-03 10:45:08,0
4160,LTE,228,1,3535,17583881,0,6.1464,46.199,1000,4,1,2016-10-07 11:26:32,2024-05-12 15:51:02,0
4180,LTE,228,2,42000,8971526,0,6.0545,46.228,1000,21,1,2016-03-25 01:30:15,2024-08-03 10:45:03,0
4203,LTE,228,2,42000,8979970,0,6.091,46.2226,1752,54,1,2016-10-17 16:04:21,2024-08-03 10:45:08,0
4205,LTE,228,2,42000,8979968,0,6.0951,46.2238,3399,58,1,2016-10-17 16:04:21,2024-08-03 10:45:08,0
4246,LTE,228,2,42010,8997120,0,6.1455,46.2058,1000,26,1,2016-10-23 23:05:56,2024-06-23 23:07:14,0
4261,LTE,228,2,42010,9101058,0,6.1146,46.17,7627,68,1,2016-10-26 23:51:15,2024-01-27 08:28:09,0
4265,LTE,228,2,42020,9079298,0,6.1749,46.1917,6391,21,1,2016-10-27 16:24:46,2024-03-15 14:40:03,0
4268,LTE,228,2,42010,9089285,0,6.0929,46.1483,1300,35,1,2016-10-28 15:06:00,2024-01-27 08:28:09,0
4293,LTE,228,2,42020,9079297,0,6.1854,46.1913,908,106,1,2016-11-05 06:26:40,2024-03-15 14:40:03,0
4335,LTE,228,1,2727,17783045,0,6.1364,46.2207,1000,9,1,2016-11-20 10:05:22,2024-03-18 20:29:03,0
4361,LTE,228,2,42000,9075206,0,6.1408,46.2205,1000,13,1,2016-11-29 16:24:43,2024-06-23 23:07:13,0
4392,LTE,228,2,42010,9027329,0,6.1467,46.2017,1000,16,1,2016-12-11 20:06:00,2024-01-27 08:28:08,0
4393,LTE,228,2,42010,9027328,0,6.1479,46.2004,1000,5,1,2016-12-11 14:05:57,2024-01-27 08:28:08,0
4483,LTE,228,1,2727,17030404,0,6.1635,46.2203,1585,9,1,2016-12-19 23:05:35,2024-06-08 16:52:02,0
4635,LTE,228,1,2727,17108231,0,6.1286,46.2089,3058,14,1,2017-03-05 18:05:44,2024-07-03 23:18:07,0
4728,LTE,228,2,42000,9089030,0,6.0214,46.1747,4027,34,1,2017-04-03 23:43:23,2024-04-27 14:30:03,0
4746,UMTS,228,1,1111,7331816,20,6.0559,46.2322,1000,4,1,2017-04-08 12:43:00,2024-02-05 13:23:23,0
4758,LTE,228,1,1111,17031175,0,6.1034,46.2259,1000,16,1,2017-04-14 00:47:32,2024-02-21 05:47:03,0
4760,LTE,228,1,1111,17031176,0,6.102,46.2228,1000,9,1,2017-04-14 03:44:49,2024-02-21 05:47:03,0
4789,LTE,228,1,4242,17030150,0,6.1359,46.2562,1000,55,1,2017-09-15 03:39:47,2024-01-13 11:55:12,0
4874,LTE,228,1,4242,17176068,0,6.1873,46.2295,1404,7,1,2017-09-13 13:15:19,2024-07-03 23:18:06,0
4880,LTE,228,2,42010,8971016,0,6.1408,46.2058,1728,174,1,2017-09-15 22:58:41,2024-06-23 23:07:15,0
4881,LTE,228,2,42010,8986120,0,6.17,46.2035,1000,20,1,2017-09-15 10:44:39,2024-07-08 21:49:18,0
4882,LTE,228,2,42010,8990985,0,6.1407,46.2006,1000,63,1,2017-09-15 20:22:51,2024-01-27 08:28:07,0
4883,LTE,228,2,42010,8990984,0,6.1412,46.2022,534,103,1,2017-09-14 16:04:34,2024-06-23 23:07:07,0
4978,LTE,228,2,42010,8960265,0,6.1438,46.2038,1000,38,1,2018-05-07 13:40:30,2024-06-23 23:07:14,0
4979,LTE,228,2,42000,8966665,0,6.1419,46.2087,500,146,1,2018-05-07 13:33:36,2024-06-23 23:07:15,0
5129,LTE,228,1,1111,16975881,0,6.0786,46.2353,1000,17,1,2019-01-15 16:42:21,2024-06-01 18:26:03,0
5133,LTE,228,2,42000,8972553,0,6.1394,46.2213,1000,25,1,2019-01-26 08:16:17,2024-06-23 23:07:02,0
5134,LTE,228,2,42000,8972554,0,6.1369,46.2271,1000,26,1,2019-01-26 08:29:32,2024-04-01 10:17:03,0
5136,LTE,228,2,42000,8987401,0,6.1236,46.2359,1000,41,1,2019-01-26 08:55:31,2024-04-01 10:17:03,0
5137,LTE,228,2,42000,8987402,0,6.1225,46.2412,1490,45,1,2019-01-26 08:58:59,2024-04-01 10:17:03,0
5139,LTE,228,2,42000,8970248,0,6.1106,46.2311,1000,34,1,2019-01-26 09:01:21,2024-08-03 10:45:08,0
5140,LTE,228,2,42000,8970249,0,6.1069,46.2291,1265,81,1,2019-01-26 09:02:08,2024-08-03 10:45:08,0
5141,LTE,228,2,42000,8987397,0,6.1238,46.2328,1000,21,1,2019-01-26 09:52:24,2024-04-01 10:17:03,0
5143,LTE,228,2,42000,8987398,0,6.118,46.253,3587,52,1,2019-01-26 10:10:07,2024-04-01 10:17:03,0
5144,LTE,228,2,42000,8965385,0,6.1236,46.2414,1562,31,1,2019-01-26 10:11:40,2024-04-01 10:17:03,0
5148,LTE,228,2,42010,9089797,0,6.103,46.1605,1376,42,1,2019-01-28 07:27:25,2024-01-27 08:28:09,0
5150,LTE,228,2,42000,8965130,0,6.1506,46.2481,4287,45,1,2019-01-28 07:47:43,2024-06-23 23:07:15,0
