radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
LTE,228,2,42310,5377536,-1,6.4395,46.7488,1000,10,1,1704517175,1705149006,0
LTE,228,2,42110,5136901,-1,6.4314,46.7405,1000,4,1,1704517375,1705149006,0
LTE,228,2,41910,2689282,-1,7.1439,46.937,1000,6,1,1704521218,1705149065,0
LTE,228,2,41910,2812416,-1,7.2206,46.955,1317,23,1,1704521410,1712222175,0
LTE,228,2,41910,2689032,-1,7.2854,46.9594,1000,12,1,1704521593,1705149069,0
LTE,228,2,41110,2663429,-1,7.335,46.9494,1000,7,1,1704521723,1705149070,0
LTE,228,2,40110,13160961,-1,7.7984,47.3095,8833,74,1,1704525426,1709895424,0
LTE,228,2,40110,14092806,-1,7.8353,47.3441,1000,7,1,1704526121,1705149089,0
LTE,228,2,40110,13300760,-1,7.8359,47.3461,1000,3,1,1704526137,1705149089,0
LTE,228,2,49001,28714283,-1,7.7389,47.5317,1000,16,1,1704527080,1705149126,0
LTE,228,2,49001,28714281,-1,7.7389,47.5317,1000,16,1,1704527080,1705149126,0
LTE,228,2,41300,6604808,-1,8.0257,47.5317,3132,16,1,1704528065,1717095971,0
LTE,228,2,41300,20896258,-1,8.1048,47.5739,1000,6,1,1704530046,1705149129,0
LTE,228,2,49001,28166933,-1,8.1118,47.5803,1000,11,1,1704530085,1705149129,0
LTE,228,2,41300,6416648,-1,8.1916,47.6009,1000,6,1,1704530461,1705149130,0
LTE,228,2,49001,28230165,-1,8.2706,47.624,1000,2,1,1704530981,1705149131,0
LTE,228,2,41300,6562820,-1,8.2711,47.6241,1000,1,1,1704530994,1704530994,0
LTE,228,1,2424,19923970,-1,7.6116,47.0502,1000,4,1,1705142081,1705163942,0
UMTS,228,1,2424,7352572,115,7.6115,47.0503,1000,1,1,1705142141,1705142141,0
LTE,228,1,2424,16930050,-1,7.6116,47.0496,1000,1,1,1705142241,1705142241,0
LTE,228,1,2424,18282758,-1,7.6191,47.0497,1000,20,1,1705142321,1723930028,0
LTE,228,1,2424,18637828,-1,7.619,47.0519,1000,7,1,1705142681,1723930027,0
UMTS,228,1,505,7917737,10,9.1136,47.62,1000,5,1,1705185299,1705209686,0
LTE,228,1,3636,16896769,-1,8.7076,47.5248,1000,17,1,1705186390,1725889293,0
LTE,228,1,3636,16896770,-1,8.7015,47.5239,1000,6,1,1705186410,1705209694,0
LTE,228,1,3636,18548742,-1,8.7012,47.491,1000,27,1,1705186560,1721531770,0
UMTS,228,1,2323,8176822,0,7.6731,46.5309,1000,1,1,1705125184,1705125184,0
LTE,228,3,40000,20545285,-1,8.5358,47.3789,1000,5,1,1705116734,1705235822,0
LTE,228,3,47016,30571266,-1,8.5355,47.3755,1000,3,1,1705116943,1726234446,0
LTE,228,3,47016,30596098,-1,8.5351,47.39,2262,4,1,1705116965,1726234446,0
LTE,228,3,47016,30713119,-1,8.5488,47.4004,2584,20,1,1705117673,1708621445,0
LTE,228,3,47016,30473504,-1,8.5367,47.3787,1000,1,1,1705117723,1705117723,0
LTE,228,3,47016,30623265,-1,8.5367,47.3787,1000,1,1,1705117743,1705117743,0
LTE,228,3,47016,30473987,-1,8.5367,47.3787,1000,1,1,1705118527,1705118527,0
LTE,228,2,40220,21043203,-1,8.5441,47.4201,4640,2,1,1705120814,1710361562,0
LTE,228,2,40220,21043221,-1,8.5367,47.3787,1000,1,1,1705121224,1705121224,0
LTE,228,2,42120,5161566,-1,6.6977,46.4079,1000,4,1,1705206341,1705253463,0
LTE,228,1,4040,17954567,-1,6.7004,46.4077,1000,5,1,1705206351,1705253463,0
LTE,228,1,2020,19074666,-1,6.7086,46.4077,1000,5,1,1705206381,1705253463,0
UMTS,228,3,6003,9868755,72,6.8433,46.3869,1000,25,1,1705207291,1705253464,0
UMTS,228,3,6003,9871854,154,6.8563,46.3801,1172,32,1,1705207341,1705253464,0
UMTS,228,3,6003,9879444,68,6.8712,46.368,1000,16,1,1705207542,1705253464,0
UMTS,228,3,6003,9879449,6,6.8774,46.3619,1000,11,1,1705207621,1705253464,0
UMTS,228,3,6003,9879548,6,6.879,46.3558,1000,16,1,1705207653,1705253464,0
UMTS,228,3,6003,3320846,210,6.8902,46.3404,1000,14,1,1705207801,1705253465,0
UMTS,228,3,6003,9864143,0,6.8913,46.3371,1000,1,1,1705207855,1705207855,0
UMTS,228,2,22100,29427076,145,6.8921,46.3303,1000,21,1,1705207861,1705253465,0
UMTS,228,2,22100,29427075,0,6.8934,46.3253,1000,5,1,1705207941,1705253464,0
UMTS,228,2,22100,29471124,55,6.8986,46.3152,1000,11,1,1705207991,1705253465,0
LTE,228,1,2020,19216899,-1,6.835,46.1839,1000,1,1,1705210889,1705210889,0
LTE,228,1,2020,19216897,-1,6.835,46.1839,1000,1,1,1705210929,1705210929,0
LTE,228,3,46003,30221865,-1,6.835,46.1839,1000,1,1,1705210909,1705210909,0
UMTS,228,2,22100,29453364,102,6.8347,46.184,1000,1,1,1705210999,1705210999,0
LTE,228,2,42120,4976902,-1,6.8313,46.1856,1018,17,1,1705210969,1705253468,0
LTE,228,2,42120,4976901,-1,6.8295,46.1894,1000,4,1,1705213451,1705253466,0
LTE,228,3,46003,30222358,-1,6.8263,46.1843,1000,10,1,1705215875,1705253467,0
LTE,228,2,42120,4978944,-1,6.8907,46.2061,1506,137,1,1705225181,1709665155,0
LTE,228,2,42120,4976641,-1,6.8851,46.2079,1000,3,1,1705225251,1705253469,0
LTE,228,2,42120,4997124,-1,6.902,46.2216,2937,123,1,1705225751,1709665156,0
UMTS,228,3,6003,9866761,452,6.9179,46.2318,1000,15,1,1705225791,1705253469,0
UMTS,228,3,6003,9867561,452,6.9184,46.236,1000,27,1,1705225871,1705253469,0
UMTS,228,2,22100,29472051,118,6.9173,46.236,1000,46,1,1705225915,1705253469,0
UMTS,228,2,6003,9865095,0,6.9168,46.2391,1000,2,1,1705226173,1705253469,0
UMTS,228,2,22100,29452023,159,6.9153,46.2378,1000,6,1,1705226181,1705253469,0
UMTS,228,2,22100,29455602,46,6.9066,46.2358,1000,5,1,1705226231,1705253469,0
UMTS,228,2,22100,29472050,78,6.9007,46.2363,1000,12,1,1705226241,1705253470,0
UMTS,228,3,6003,9867572,426,6.8727,46.2397,1000,23,1,1705226361,1705253470,0
UMTS,228,2,22100,29453393,94,6.8618,46.2381,1000,9,1,1705226442,1705253470,0
UMTS,228,2,26542,29453393,94,6.8562,46.237,1000,2,1,1705226511,1705253470,0
UMTS,228,2,20000,29514830,398,8.5447,47.3747,1000,3,1,1703047995,1705426202,0
UMTS,228,2,20000,29518945,486,8.5408,47.386,1000,1,1,1703059604,1703059604,0
LTE,228,1,1212,19663874,-1,7.4698,46.9434,1000,5,1,1705405529,1717593423,0
LTE,228,1,1212,18596610,-1,7.4515,46.943,546,107,1,1705406209,1717697466,0
LTE,228,1,1212,18616833,-1,7.4486,46.9458,1000,7,1,1705406369,1716296884,0
LTE,228,1,1212,18596611,-1,7.4477,46.9465,1000,44,1,1705406389,1717697466,0
LTE,228,1,1212,18596614,-1,7.4443,46.9464,1000,23,1,1705406429,1721514483,0
UMTS,228,3,9001,10524743,0,8.2145,47.4518,1000,1,1,1705362936,1705362936,0
LTE,228,2,40500,16142097,0,8.5298,47.1919,1000,1,1,1705374320,1705374320,0
LTE,228,1,1212,19663876,-1,7.4711,46.9442,1000,5,1,1705489464,1717160766,0
LTE,228,1,1212,19663877,-1,7.4701,46.9436,1000,4,1,1705489469,1717160766,0
LTE,228,1,1212,19663878,-1,7.4662,46.9421,1000,42,1,1705489530,1726307643,0
LTE,228,1,1212,18593796,-1,7.4656,46.9423,1000,32,1,1705489731,1726307643,0
LTE,228,3,48004,28420138,-1,7.4536,46.9404,1000,28,1,1705489921,1726307643,0
UMTS,228,3,22300,29465054,150,6.1449,46.3104,1388,39,1,1703046919,1705521843,0
UMTS,228,3,22300,29471164,174,6.155,46.3301,1110,36,1,1703046995,1705521843,0
UMTS,228,3,22300,29471172,46,6.175,46.352,1825,57,1,1703047064,1705521844,0
UMTS,228,3,22300,29471224,37,6.1978,46.3724,1046,35,1,1703047179,1705521844,0
UMTS,228,3,22300,29466577,129,6.2034,46.3843,1000,14,1,1703047246,1705521844,0
UMTS,228,3,22300,29466576,35,6.2056,46.389,1000,7,1,1703047273,1705521844,0
UMTS,228,2,22300,29466576,35,6.2085,46.3936,1000,11,1,1703047293,1705521845,0
UMTS,228,2,22300,29466575,36,6.2127,46.3987,1000,15,1,1703047313,1705521845,0
UMTS,228,2,22300,29471204,101,6.2178,46.4036,1000,12,1,1703047342,1705521845,0
UMTS,228,2,22300,29471182,127,6.2362,46.4146,1545,50,1,1703047363,1705521845,0
UMTS,228,2,22300,29452224,71,6.2563,46.4242,1000,14,1,1703047461,1705521845,0
UMTS,228,2,22300,29471214,47,6.264,46.4286,1000,13,1,1703047487,1705521845,0
UMTS,228,2,22300,29453333,223,6.272,46.4335,1000,16,1,1703047512,1705521846,0
LTE,228,3,46006,30102059,-1,6.2878,46.4415,1049,23,1,1703047541,1705521846,0
UMTS,228,2,22300,29454884,4,6.2961,46.4453,1899,60,1,1703047541,1705521846,0
LTE,228,3,46006,30102039,-1,6.2871,46.4415,1000,14,1,1703047561,1705521846,0
UMTS,228,2,22300,29454882,132,6.3368,46.4646,1891,27,1,1703047660,1705521847,0
UMTS,228,2,22300,29449665,252,6.3364,46.4659,1000,21,1,1703047704,1705521847,0
UMTS,228,2,22300,29452327,220,6.3638,46.4732,1000,27,1,1703047780,1705521847,0
UMTS,228,2,22300,29452328,148,6.3778,46.4752,1000,10,1,1703047832,1705521847,0
UMTS,228,2,22100,29471234,180,6.393,46.477,1000,28,1,1703047852,1705521847,0
UMTS,228,2,22100,29466882,44,6.4308,46.48,1000,26,1,1703047952,1705521848,0
UMTS,228,2,22100,29451778,52,6.446,46.489,1000,24,1,1703048004,1705521848,0
UMTS,228,2,22100,29451777,36,6.4586,46.4945,1000,15,1,1703048050,1705521848,0
UMTS,228,2,22100,29471162,58,6.4666,46.4972,1000,11,1,1703048079,1705521848,0
UMTS,228,2,22100,29466812,202,6.4943,46.5121,1000,13,1,1703048175,1705521849,0
UMTS,228,2,22100,29452369,234,6.5005,46.5153,1000,11,1,1703048200,1705521849,0
UMTS,228,2,22100,29458054,162,6.5081,46.5183,1000,16,1,1703048220,1705521849,0
UMTS,228,2,22100,29471352,98,6.5202,46.5234,1000,26,1,1703048250,1705521849,0
UMTS,228,2,22100,29471314,38,6.5342,46.5276,1000,19,1,1703048298,1705521849,0
UMTS,228,2,22100,29471322,46,6.5431,46.5305,1000,11,1,1703048334,1705521849,0
UMTS,228,2,22100,29451914,125,6.5489,46.534,1000,13,1,1703048355,1705521849,0
UMTS,228,2,22100,29451923,85,6.5565,46.5385,1000,19,1,1703048378,1705521850,0
UMTS,228,2,22100,29451922,101,6.5658,46.5408,1000,9,1,1703048420,1705521850,0
LTE,228,3,46003,29967905,-1,6.5679,46.5509,1000,17,1,1703048468,1705617915,0
LTE,228,3,46003,29965087,-1,6.559,46.5649,1000,21,1,1703048536,1714939397,0
UMTS,228,2,22100,29443512,21,6.555,46.5837,1000,5,1,1703048611,1705521851,0
UMTS,228,2,22100,29471332,205,6.5544,46.5885,1000,13,1,1703048630,1705521851,0
LTE,228,3,46003,30026795,-1,6.5539,46.5956,1170,45,1,1703048654,1705617915,0
UMTS,228,2,6003,9864153,149,6.554,46.602,1000,11,1,1703048680,1705521851,0
LTE,228,3,46003,30026783,-1,6.5564,46.611,1000,48,1,1703048701,1705617917,0
UMTS,228,2,6003,9864152,148,6.5556,46.6089,1000,17,1,1703048701,1705521851,0
UMTS,228,2,6003,9864151,234,6.5583,46.6157,1000,10,1,1703048733,1705521851,0
LTE,228,3,46003,30026753,-1,6.5577,46.6146,1739,68,1,1703048752,1714939397,0
UMTS,228,2,6003,9869397,234,6.5603,46.6222,1000,16,1,1703048752,1705521851,0
LTE,228,3,46003,30027040,-1,6.5603,46.6245,1045,45,1,1703048781,1705617917,0
UMTS,228,2,22300,29467154,226,6.5614,46.6329,1000,25,1,1703048781,1705521852,0
LTE,228,3,46003,30027041,-1,6.561,46.6309,1000,52,1,1703048803,1714939397,0
LTE,228,3,46003,30027039,-1,6.5624,46.6388,1000,52,1,1703048829,1714939397,0
UMTS,228,2,22300,29455674,10,6.5659,46.646,1000,26,1,1703048829,1705521852,0
LTE,228,3,46003,30086166,-1,6.5675,46.6486,1102,53,1,1703048855,1714939397,0
UMTS,228,2,22300,29470733,34,6.5717,46.655,1000,11,1,1703048878,1705521852,0
LTE,228,3,46003,30086185,-1,6.5713,46.6569,1068,45,1,1703048900,1705617918,0
UMTS,228,2,22300,29453023,218,6.5712,46.6676,1087,35,1,1703048900,1705521852,0
LTE,228,3,46003,30096682,-1,6.5708,46.6695,1000,30,1,1703048923,1705617918,0
UMTS,228,2,22300,29453022,122,6.5747,46.7014,2945,84,1,1703048967,1705521853,0
LTE,228,3,46003,30096661,-1,6.574,46.6897,1000,29,1,1703049016,1714939396,0
LTE,228,3,46006,30014466,-1,6.5776,46.7049,1084,44,1,1703049055,1714939396,0
LTE,228,3,46006,30014467,-1,6.5733,46.7181,1088,40,1,1703049102,1714939396,0
UMTS,228,2,22300,29452942,74,6.576,46.7171,1000,13,1,1703049102,1705521853,0
UMTS,228,2,22300,29491042,202,6.5944,46.7444,1000,14,1,1703049223,1705521854,0
UMTS,228,2,22300,29480352,130,6.608,46.7487,1000,24,1,1703049248,1705521854,0
UMTS,228,2,22300,29471723,366,6.6494,46.7614,1000,6,1,1703049396,1705521854,0
UMTS,228,2,22300,29491018,476,6.6884,46.7616,1000,13,1,1703049505,1705521854,0
LTE,228,3,46006,31526954,-1,6.7122,46.7717,1000,12,1,1703049577,1705521855,0
UMTS,228,2,22300,29451732,270,6.7529,46.7873,1000,25,1,1703049674,1705521901,0
UMTS,228,2,22300,29452478,254,6.8034,46.8061,1000,7,1,1703049848,1705521901,0
LTE,228,3,46006,29066793,-1,6.8034,46.8065,1961,30,1,1703049861,1705617921,0
UMTS,228,2,22300,29491119,41,6.8068,46.8082,1000,7,1,1703049861,1705521901,0
UMTS,228,2,22300,29490950,119,6.8273,46.8229,1000,7,1,1703049941,1705521901,0
UMTS,228,2,22300,29471750,291,6.8353,46.825,1000,15,1,1703049955,1705521902,0
LTE,228,3,46006,29057815,-1,6.8471,46.8284,1411,47,1,1703049983,1705617922,0
UMTS,228,2,22300,29471762,271,6.8496,46.8291,1000,24,1,1703049983,1705521902,0
UMTS,228,2,22300,29453858,140,6.8655,46.8326,1000,8,1,1703050043,1705521902,0
UMTS,228,2,22300,29471760,328,6.873,46.8306,1000,10,1,1703050058,1705521902,0
UMTS,228,2,22300,29471761,186,6.8809,46.8274,1000,8,1,1703050090,1705521902,0
UMTS,228,2,6006,9884661,123,6.8982,46.827,1795,69,1,1703050105,1709568260,0
UMTS,228,2,6006,9865662,125,6.9105,46.8294,1000,30,1,1703050145,1705521902,0
LTE,228,3,46006,30056215,-1,6.9221,46.8368,1000,10,1,1703050202,1705521903,0
UMTS,228,2,6006,9884662,125,6.9221,46.8368,1000,10,1,1703050202,1705521903,0
UMTS,228,2,22300,29471444,157,6.9314,46.8442,1092,50,1,1703050222,1709568260,0
UMTS,228,2,22300,29472272,87,6.9427,46.8533,1000,13,1,1703050275,1705521903,0
UMTS,228,2,22300,29452273,207,7.0012,46.877,5518,200,1,1703050297,1709568264,0
LTE,228,3,46006,30077994,-1,6.9689,46.8668,1858,93,1,1703050341,1705617962,0
UMTS,228,2,22300,29473861,433,7.0107,46.8786,1205,54,1,1703050434,1709568262,0
UMTS,228,2,22300,29452285,58,7.0321,46.8856,1288,62,1,1703050509,1709568262,0
UMTS,228,2,22300,29452902,322,7.8114,47.3598,8029,200,1,1703050563,1709568370,0
LTE,228,3,46006,29093664,-1,7.0981,46.908,1000,31,1,1703050705,1705617963,0
UMTS,228,2,22300,29472372,457,7.101,46.9095,1000,9,1,1703050705,1705521905,0
LTE,228,3,46006,29099553,-1,7.103,46.9103,1000,2,1,1703050724,1705617963,0
UMTS,228,2,22300,29475424,371,7.1036,46.9106,1000,1,1,1703050724,1703050724,0
LTE,228,3,46006,29099522,-1,7.1274,46.9196,2167,16,1,1703050797,1705617963,0
UMTS,228,2,22300,29475441,256,7.1288,46.9199,1000,7,1,1703050797,1705521905,0
UMTS,228,2,22300,29475430,402,7.1399,46.9333,1552,17,1,1703050811,1705521905,0
LTE,228,3,46006,29099521,-1,7.1421,46.9357,1000,14,1,1703050865,1705521905,0
LTE,228,3,48004,29080067,-1,7.1911,46.9686,1938,68,1,1703051031,1722290705,0
UMTS,228,2,28000,29390936,385,7.2117,46.9616,2367,99,1,1703051031,1709568267,0
LTE,228,3,48004,28533547,-1,7.2019,46.9609,1364,102,1,1703051058,1722290705,0
LTE,228,3,48004,28533545,-1,7.2198,46.9623,1272,117,1,1703051083,1722290705,0
UMTS,228,2,28000,29406404,96,7.2185,46.962,1000,15,1,1703051083,1705521906,0
LTE,228,3,48004,28440875,-1,7.256,46.9745,3936,84,1,1703051135,1722290708,0
LTE,228,3,48004,28439083,-1,7.2658,46.9593,3069,155,1,1703051155,1722290708,0
UMTS,228,2,28000,29411876,262,7.2577,46.9616,2325,81,1,1703051155,1709568269,0
LTE,228,3,48004,28439063,-1,7.2576,46.9572,5274,102,1,1703051178,1722290707,0
UMTS,228,2,28000,29390947,283,7.2566,46.9608,1000,34,1,1703051178,1709568268,0
UMTS,228,2,28000,29386480,458,7.2905,46.9587,1000,43,1,1703051248,1709568269,0
LTE,228,3,48004,28439061,-1,7.3179,46.9544,6174,113,1,1703051269,1725461643,0
UMTS,228,2,28000,29410925,273,7.3116,46.9563,1023,59,1,1703051291,1709568269,0
UMTS,228,2,28000,29404537,510,7.3366,46.9492,1395,69,1,1703051350,1709568270,0
UMTS,228,2,21200,29398417,356,7.3596,46.9449,1000,14,1,1703051424,1705521908,0
UMTS,228,2,8004,9933039,189,7.3688,46.9443,1000,12,1,1703051449,1705521908,0
LTE,228,3,48004,28432938,-1,7.3742,46.9454,1000,11,1,1703051472,1722024364,0
UMTS,228,2,8004,9933037,186,7.3746,46.945,1000,6,1,1703051472,1705521908,0
UMTS,228,2,21200,29394727,347,7.3842,46.951,1000,1,1,1703051518,1703051518,0
LTE,228,3,48004,28432937,-1,7.3871,46.9529,1388,19,1,1703051522,1705617967,0
UMTS,228,2,21200,29394716,327,7.389,46.9538,1000,12,1,1703051522,1705521908,0
LTE,228,3,48004,28428320,-1,7.3947,46.9535,1000,26,1,1703051550,1722165968,0
UMTS,228,2,21200,29398366,404,7.3992,46.9522,1000,17,1,1703051550,1705521908,0
UMTS,228,2,21200,29398438,305,7.4103,46.9516,1000,13,1,1703051594,1705521908,0
UMTS,228,2,21200,29398377,481,7.4239,46.9603,1070,40,1,1703051618,1705521909,0
LTE,228,3,48004,28431915,-1,7.4191,46.9573,1009,39,1,1703051658,1726930391,0
UMTS,228,2,21200,29398376,467,7.4479,46.9681,1131,25,1,1703051698,1705521909,0
UMTS,228,2,21200,29403498,244,7.4663,46.97,1000,10,1,1703051800,1705521909,0
UMTS,228,2,21200,29388347,89,7.4697,46.9737,1000,31,1,1703051824,1709568272,0
UMTS,228,2,21200,29403488,192,7.4815,46.9928,1000,25,1,1703051923,1705521910,0
UMTS,228,2,21200,29398627,508,7.4951,47.0092,1414,52,1,1703051969,1705521910,0
UMTS,228,2,21200,29398626,92,7.5193,47.0276,1469,56,1,1703052078,1705521911,0
UMTS,228,2,21200,29405217,308,7.5736,47.0945,1000,12,1,1703052426,1705521912,0
UMTS,228,2,28000,29394357,390,7.5872,47.1375,1291,45,1,1703052555,1705521913,0
UMTS,228,2,28000,29388564,371,7.5912,47.1549,1000,27,1,1703052647,1705521914,0
UMTS,228,2,28000,29404739,402,7.5891,47.1647,1000,12,1,1703052699,1705521914,0
UMTS,228,2,28000,29404740,405,7.5928,47.1786,1218,38,1,1703052723,1705521914,0
UMTS,228,2,28000,29377372,299,7.5994,47.1925,1000,13,1,1703052796,1705521914,0
UMTS,228,2,28000,29395118,400,7.6002,47.201,1000,19,1,1703052822,1705521914,0
UMTS,228,2,28000,29390817,419,7.6436,47.2368,4665,44,1,1703052870,1705521915,0
UMTS,228,2,28000,29422468,159,7.6101,47.2216,1448,48,1,1703052890,1705521915,0
UMTS,228,2,28000,29422448,122,7.6325,47.2343,1000,25,1,1703052985,1705521915,0
UMTS,228,2,28000,29394278,358,7.6448,47.239,1000,14,1,1703053035,1705521915,0
UMTS,228,2,28000,29390816,413,7.6755,47.2534,1000,22,1,1703053123,1705521916,0
UMTS,228,2,28000,29414025,175,7.703,47.2616,1648,55,1,1703053166,1705521916,0
LTE,228,3,49001,29597227,-1,7.7148,47.2695,1000,10,1,1703053258,1705521916,0
UMTS,228,2,28000,29414014,24,7.7183,47.2766,1000,22,1,1703053277,1705521916,0
UMTS,228,2,21300,29230547,33,7.7002,47.5276,1000,36,1,1703054677,1705521924,0
UMTS,228,2,21300,29230546,81,7.684,47.5283,1000,11,1,1703054747,1705521924,0
UMTS,228,2,21300,29267076,80,7.637,47.5402,1000,3,1,1703054900,1705521924,0
UMTS,228,2,21300,29289856,117,7.6188,47.5438,1000,4,1,1703054966,1705521924,0
UMTS,228,2,21300,29255888,151,7.5994,47.5776,1000,9,1,1703055189,1705521925,0
UMTS,228,2,21300,29263614,79,7.6008,47.5815,1000,6,1,1703055212,1705521925,0
LTE,228,3,49001,28804098,-1,7.6028,47.5887,1000,9,1,1703055250,1705521925,0
GSM,228,3,13079,26855,-1,7.6037,47.5971,1000,3,1,1703055323,1705521925,0
GSM,228,3,13079,17493,-1,7.6037,47.5971,1000,3,1,1703055323,1705521925,0
GSM,228,3,13079,48565,-1,7.6037,47.5971,1000,3,1,1703055323,1705521925,0
GSM,228,3,13079,54798,-1,7.6034,47.5992,1000,1,1,1703055373,1703055373,0
LTE,228,3,39490,23605771,-1,7.5864,47.6158,1000,10,1,1703056222,1705521926,0
LTE,228,2,49005,29330434,-1,8.2207,47.1097,1000,1,1,1705483754,1705483754,0
LTE,228,2,41610,29330434,-1,8.2207,47.1097,1000,1,1,1705483769,1705483769,0
LTE,228,3,49005,29326369,-1,8.2427,47.0981,1000,1,1,1705483849,1705483849,0
LTE,228,3,41600,16129288,-1,8.3094,47.0474,1000,7,1,1705484677,1718381825,0
LTE,228,3,41600,16132617,-1,8.3081,47.0506,1000,19,1,1705484794,1705527487,0
LTE,228,3,41600,16132609,-1,8.3113,47.0533,1000,6,1,1705484854,1718307784,0
LTE,228,3,41600,16132616,-1,8.3085,47.0509,1000,1,1,1705484933,1705484933,0
LTE,228,3,49005,29329430,-1,8.2973,47.0529,1000,7,1,1705485146,1705527489,0
LTE,228,3,49005,29329440,-1,8.3028,47.0511,1000,8,1,1705485164,1705527487,0
LTE,228,3,49005,29320224,-1,8.3019,47.0513,1000,3,1,1705485298,1705527487,0
LTE,228,3,49005,29320194,-1,8.3004,47.0519,1000,5,1,1705485833,1713547322,0
LTE,228,3,49005,29320214,-1,8.3015,47.0514,1000,1,1,1705490861,1705490861,0
LTE,228,2,41600,16130320,-1,8.303,47.0508,1000,1,1,1705492520,1705492520,0
UMTS,228,3,9005,10601061,94,8.303,47.0507,1000,1,1,1705498382,1705498382,0
LTE,228,2,41600,16133889,-1,8.3047,47.0508,1000,2,1,1705501013,1705527487,0
UMTS,228,3,9005,10593938,129,8.3063,47.0508,1000,6,1,1705501053,1705527487,0
LTE,228,2,41600,16129288,-1,8.3106,47.047,1000,3,1,1705501573,1705527488,0
LTE,228,3,41600,16223241,-1,8.302,47.0451,1000,13,1,1705501643,1718381825,0
LTE,228,3,49005,29332738,-1,8.2933,47.0542,1000,13,1,1705501714,1720349408,0
LTE,228,3,49005,29332767,-1,8.2895,47.0548,1000,4,1,1705501724,1705527489,0
LTE,228,3,49005,29312032,-1,8.2875,47.0563,1000,14,1,1705501734,1713547322,0
LTE,228,3,49005,29325345,-1,8.2862,47.0593,1000,18,1,1705501754,1720349408,0
LTE,228,2,41600,16287233,-1,8.2843,47.0675,1000,4,1,1705501794,1705527489,0
LTE,228,3,41600,16283401,-1,8.2775,47.0743,1000,4,1,1705501834,1705527489,0
LTE,228,3,41600,16283393,-1,8.2767,47.0777,1000,8,1,1705501844,1705527489,0
LTE,228,3,41600,16283394,-1,8.2739,47.0868,1279,72,1,1705501864,1710439752,0
LTE,228,2,41600,16285706,-1,8.2805,47.091,1000,6,1,1705501914,1705527490,0
LTE,228,2,41600,16140033,-1,8.2666,47.0869,1000,25,1,1705501944,1705527490,0
LTE,228,3,49005,29320470,-1,8.2524,47.0865,1000,14,1,1705502004,1705527491,0
LTE,228,3,49005,29320471,-1,8.244,47.0913,1000,4,1,1705502054,1705527491,0
LTE,228,3,49005,29326359,-1,8.242,47.0942,1000,8,1,1705502064,1705527491,0
LTE,228,3,49005,29326367,-1,8.2419,47.1001,1000,12,1,1705502084,1705527493,0
LTE,228,3,49005,29326357,-1,8.2374,47.1056,1000,11,1,1705502114,1705527493,0
LTE,228,2,49005,29330454,-1,8.2132,47.1121,1000,25,1,1705502164,1705527493,0
LTE,228,3,49005,29369377,-1,8.141,47.1524,1950,16,1,1705502535,1718104563,0
LTE,228,2,40110,16281606,-1,7.9483,47.2793,1000,6,1,1705503211,1705527502,0
LTE,228,3,49001,28208673,-1,7.9395,47.292,1000,11,1,1705503263,1705527502,0
LTE,228,3,49001,28174879,-1,7.93,47.3014,1000,13,1,1705503303,1705595165,0
LTE,228,3,40110,6423552,-1,7.9106,47.3187,1000,6,1,1705503383,1705595165,0
LTE,228,2,49001,28169985,-1,7.9072,47.3211,1000,1,1,1705503473,1705503473,0
LTE,228,2,40110,14090761,-1,7.9072,47.3211,1000,1,1,1705503513,1705503513,0
LTE,228,2,40110,14090760,-1,7.9072,47.3211,1000,1,1,1705503533,1705503533,0
LTE,228,2,41300,13159940,-1,7.8735,47.4571,1000,6,1,1705504393,1705527505,0
LTE,228,3,49001,28688937,-1,7.7997,47.4658,1000,16,1,1705504613,1705527509,0
LTE,228,3,49001,28707073,-1,7.7416,47.4786,1000,5,1,1705504783,1705527510,0
LTE,228,2,41300,13087241,-1,7.6545,47.5315,1000,11,1,1705505213,1705527542,0
UMTS,228,3,8006,9936093,239,7.6676,46.6948,3673,6,1,1705433763,1710361505,0
UMTS,228,3,9001,10523784,0,7.9135,47.3651,1000,1,1,1705437859,1705437859,0
UMTS,228,3,9005,10594192,0,8.1571,47.1566,1000,1,1,1705463687,1705463687,0
LTE,228,2,42200,5096960,0,7.6674,46.4797,1000,1,1,1705495406,1705495406,0
LTE,228,1,2828,19821316,-1,8.3064,47.4642,1000,5,1,1705549756,1708521064,0
LTE,228,3,49001,28208683,-1,7.9254,47.3203,3774,2,1,1705542125,1705595165,0
LTE,228,3,49001,29318185,-1,7.9083,47.3522,1000,1,1,1705542405,1705542405,0
LTE,228,2,41610,16288266,-1,8.1175,47.1521,1000,4,1,1705557237,1705595164,0
LTE,228,3,49001,28208682,-1,7.9683,47.2424,1000,1,1,1705558323,1705558323,0
LTE,228,3,49001,30216981,-1,7.9073,47.3522,1000,1,1,1705559314,1705559314,0
LTE,228,2,40110,13162241,-1,7.9019,47.347,1000,8,1,1705559604,1705595165,0
LTE,228,3,40110,14090754,-1,7.8782,47.343,2114,63,1,1705559614,1705595166,0
LTE,228,2,40110,13165314,-1,7.9035,47.3461,1000,3,1,1705559614,1705595165,0
LTE,228,2,40110,13263872,-1,7.8654,47.3391,1000,11,1,1705559754,1705595166,0
LTE,228,3,49001,29601302,-1,7.8494,47.332,1000,11,1,1705559794,1705595166,0
