radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
GSM,228,3,9008,28770,0,9.2233,46.4199,5020,192,1,1311685374,1692411826,0
GSM,228,3,9005,20265,0,8.3093,46.9756,4989,17,1,1316704503,1713378502,0
GSM,228,3,9008,28950,0,8.711,46.5148,31702,53,1,1319115833,1688703716,0
GSM,228,3,9008,28771,0,9.2302,46.4021,4308,177,1,1330183266,1692412072,0
GSM,228,1,20747,55649,0,6.7412,46.4427,16009,3,1,1358870632,1695474376,0
UMTS,228,1,4343,6908822,357,8.4488,47.3079,8276,112,1,1362643893,1684659905,0
UMTS,228,1,505,6916575,192,8.5034,47.4072,4358,103,1,1363294448,1722476344,0
LTE,228,1,3232,16812803,0,8.6311,47.4194,1000,50,1,1371222140,1714938806,0
UMTS,228,1,606,6976960,37,7.7716,47.3008,6448,102,1,1371340635,1685097697,0
UMTS,228,1,606,6976957,22,7.8357,47.3197,10227,126,1,1371375890,1685097459,0
UMTS,228,1,1616,7609658,407,8.5115,47.3859,1968,62,1,1371580463,1680000431,0
UMTS,228,1,3131,7615679,37,8.505,47.3819,1000,71,1,1371662727,1709750342,0
UMTS,228,1,1616,7629098,130,8.5404,47.3672,1225,100,1,1372424246,1691148322,0
LTE,228,1,303,17036290,0,8.4276,47.1803,5431,22,1,1372596580,1692847839,0
UMTS,228,1,606,16830466,0,7.9221,47.2937,5156,22,1,1372605781,1695572342,0
UMTS,228,1,3434,17001218,0,8.1309,47.3897,8011,52,1,1372753333,1722925381,0
UMTS,228,1,3434,17001219,0,8.109,47.3824,6119,75,1,1372757948,1722925322,0
UMTS,228,1,3939,16894209,0,8.6772,47.3792,1221,6,1,1373648057,1720867084,0
UMTS,228,1,1515,6852891,90,7.6456,47.5323,1138,24,1,1374053364,1714830071,0
UMTS,228,1,1616,7629696,121,8.519,47.3778,1000,32,1,1374179343,1703930830,0
UMTS,228,1,909,16964610,0,8.8323,47.2455,1597,103,1,1375305970,1720892823,0
UMTS,228,1,3131,7612599,276,8.4885,47.3755,953,100,1,1375639814,1726067949,0
UMTS,228,1,606,6993118,166,7.6124,47.2236,1614,102,1,1375713910,1714938799,0
UMTS,228,1,606,6993117,434,7.6349,47.2294,2921,102,1,1375714045,1714938799,0
UMTS,228,1,1616,7629733,205,8.5177,47.378,1000,14,1,1376086206,1699480505,0
UMTS,228,1,606,6993201,193,7.6832,47.2544,3040,127,1,1376706422,1714938800,0
UMTS,228,1,3131,7612601,274,8.4857,47.3693,875,107,1,1377125783,1726067949,0
UMTS,228,1,3131,7612600,356,8.4819,47.3741,500,117,1,1377125786,1724871842,0
UMTS,228,1,1010,7244815,364,8.5662,47.3636,1000,20,1,1377392009,1718219884,0
UMTS,228,1,1313,7452356,337,7.7762,46.0259,3654,111,1,1378567462,1710793698,0
UMTS,228,1,1313,7452377,278,7.7477,45.9984,5013,99,1,1378567466,1710524102,0
UMTS,228,1,404,6853008,71,7.6006,47.5951,5337,105,1,1378910018,1681534548,0
UMTS,228,1,101,6650614,179,6.5278,46.671,1377,33,1,1458941163,1714938782,0
UMTS,228,1,505,6896819,277,8.411,47.4002,500,114,1,1450225217,1723027143,0
GSM,228,3,6001,11731,0,6.21,46.2762,25411,79,1,1238362464,1694144273,0
UMTS,228,1,1717,7713164,84,8.5355,47.4057,1000,18,1,1458629573,1722476343,0
UMTS,228,1,505,6894664,31,8.4239,47.4151,2340,114,1,1452176899,1726367786,0
UMTS,228,1,1212,7358670,179,7.4401,46.9472,1000,7,1,1372880306,1681198405,0
LTE,228,1,1212,16822275,0,7.5026,46.9271,1000,4,1,1372952499,1711215782,0
UMTS,228,1,2828,6902587,48,7.9155,47.5471,3589,112,1,1373238147,1722734645,0
UMTS,228,1,2828,6902585,57,7.9828,47.5388,1535,104,1,1373238155,1722734645,0
UMTS,228,1,1313,7422697,486,7.756,46.0226,5250,107,1,1376175163,1710524110,0
UMTS,228,1,3333,16782081,0,9.8404,46.7979,1259,27,1,1376319050,1722072245,0
LTE,228,1,303,16944130,0,8.5153,47.1923,2019,48,1,1381939503,1721743810,0
UMTS,228,1,4141,8107411,46,6.6241,46.7884,2128,21,1,1381991885,1685102997,0
UMTS,228,1,3636,7911822,276,8.7052,47.481,1184,72,1,1386009132,1722527591,0
LTE,228,1,2323,17307138,0,7.6344,46.7033,2821,11,1,1389031115,1680838499,0
LTE,228,1,2424,16993025,0,7.4914,47.0032,6077,57,1,1389031121,1714939037,0
UMTS,228,1,606,17004289,0,7.5505,47.0933,19154,107,1,1389031122,1722192062,0
UMTS,228,1,606,6992117,351,7.6002,47.1977,1000,68,1,1389031122,1714938798,0
UMTS,228,1,606,6991929,445,7.6148,47.2072,4657,92,1,1389031122,1714938798,0
UMTS,228,1,606,6993254,448,7.6423,47.2363,1833,90,1,1389632767,1714938799,0
LTE,228,1,606,17004801,0,7.5919,47.1776,2317,9,1,1389681736,1714938798,0
LTE,228,1,2424,16993793,0,7.5744,47.0961,5508,30,1,1389681736,1706539145,0
LTE,228,1,2424,16901889,0,7.5325,47.0465,8505,32,1,1389681737,1712254744,0
LTE,228,1,2424,16821506,0,7.4961,47.0097,5795,23,1,1389681737,1714939118,0
LTE,228,1,606,17167618,0,7.6835,47.2557,2680,40,1,1390047727,1714939206,0
UMTS,228,1,606,16938242,0,7.6834,47.2566,5265,108,1,1390047727,1725213301,0
LTE,228,1,606,16938241,0,7.7466,47.2932,1070,20,1,1390047727,1714939205,0
UMTS,228,1,606,16937986,0,7.7804,47.3046,6622,46,1,1390047727,1720983661,0
LTE,228,1,606,17255426,0,7.8142,47.3124,1329,30,1,1390047727,1690726348,0
LTE,228,1,606,17169154,0,7.8245,47.3312,2432,21,1,1390047727,1726949287,0
LTE,228,1,606,17255425,0,7.8217,47.3116,1807,20,1,1390047727,1690726359,0
UMTS,228,1,606,17154307,0,7.7849,47.3024,8738,104,1,1390047727,1725134042,0
UMTS,228,1,606,17358338,0,7.898,47.3072,6956,94,1,1390047727,1722926101,0
LTE,228,1,606,16908289,0,7.8914,47.3129,853,132,1,1390047727,1725461658,0
LTE,228,1,606,16908290,0,7.8901,47.313,893,118,1,1390047727,1725461786,0
LTE,228,1,606,16896003,0,7.9133,47.3068,3123,35,1,1390047727,1692985211,0
UMTS,228,1,606,17358337,0,7.9109,47.3103,10487,70,1,1390047727,1722926042,0
LTE,228,1,3434,16915202,0,8.0593,47.3543,3939,28,1,1390047727,1705146731,0
LTE,228,1,3434,16917763,0,8.0838,47.3661,1622,119,1,1390047727,1692985705,0
UMTS,228,1,3434,17000450,0,8.0968,47.373,5572,53,1,1390047727,1722925441,0
UMTS,228,1,3434,17000449,0,8.1014,47.3773,5948,71,1,1390047727,1722925441,0
UMTS,228,1,3434,16931842,0,8.1452,47.3898,6432,95,1,1390047727,1725210844,0
UMTS,228,1,3434,17000962,0,8.1622,47.3936,3201,34,1,1390047727,1722925022,0
UMTS,228,1,3434,16930818,0,8.156,47.3916,6248,60,1,1390047727,1725210843,0
UMTS,228,1,3434,16930817,0,8.1678,47.394,6411,97,1,1390047727,1725132722,0
UMTS,228,1,2828,16978946,0,8.2304,47.4295,6884,93,1,1390047727,1725132542,0
LTE,228,1,2828,16979202,0,8.2596,47.4506,1000,18,1,1390047727,1702782367,0
LTE,228,1,2828,16979201,0,8.2672,47.4534,1000,25,1,1390047727,1702782367,0
LTE,228,1,4343,16922882,0,8.3753,47.4276,7472,105,1,1390047727,1698741363,0
LTE,228,1,4343,16922881,0,8.3861,47.4252,8237,105,1,1390047727,1706530263,0
LTE,228,1,1717,16805122,0,8.5743,47.4194,1000,28,1,1390047728,1680225968,0
UMTS,228,1,505,6929543,63,8.4989,47.4377,21125,175,1,1392292881,1717258506,0
UMTS,228,1,4141,8107816,48,6.8884,46.8266,1339,35,1,1392378198,1680835429,0
UMTS,228,1,4141,8110738,313,6.8882,46.8406,6694,32,1,1392378356,1680835349,0
UMTS,228,1,2828,6914251,149,8.2138,47.6178,1396,59,1,1392741834,1689444893,0
UMTS,228,1,1616,7659893,175,8.5405,47.3778,1000,38,1,1392830669,1718219883,0
UMTS,228,1,1212,7349113,352,7.4509,46.9559,1000,54,1,1392934073,1681490833,0
UMTS,228,1,3030,7452949,195,7.3559,46.252,2075,8,1,1393169419,1711729863,0
UMTS,228,1,4040,6667740,109,6.6295,46.5167,1000,10,1,1394450103,1707570723,0
UMTS,228,2,20100,29264615,82,8.6875,47.5778,2188,57,1,1394821974,1709429305,0
UMTS,228,2,20100,29264606,507,8.6847,47.607,1721,152,1,1394821974,1709429305,0
UMTS,228,1,606,6993183,356,7.8227,47.2717,5333,200,1,1395081788,1702667174,0
UMTS,228,1,606,6993180,233,7.833,47.2786,1223,200,1,1395081790,1702667174,0
UMTS,228,1,3636,7910741,84,8.7157,47.5312,3117,88,1,1395211097,1722527600,0
UMTS,228,1,909,16837378,0,8.7432,47.1289,2448,50,1,1395429889,1726857544,0
UMTS,228,1,1313,7447747,22,7.9887,46.3203,16021,120,1,1396053459,1692647525,0
UMTS,228,1,1919,7910653,22,8.8911,47.5652,1000,40,1,1396115927,1722565392,0
UMTS,228,2,20100,29264555,470,8.6429,47.7147,1352,65,1,1396325410,1709429304,0
UMTS,228,1,2828,6933731,64,8.148,47.457,1086,102,1,1396331571,1722734647,0
LTE,228,1,505,17187329,0,8.5347,47.5506,5931,42,1,1396341530,1723476606,0
GSM,228,1,20747,40885,0,6.2388,46.5197,9329,5,1,1396315145,1694141101,0
UMTS,228,1,1717,7705025,304,8.5681,47.4385,1193,38,1,1396595929,1707320105,0
LTE,228,1,1313,16892673,0,7.5341,46.2967,1780,7,1,1397072955,1715428984,0
UMTS,228,1,1616,7642151,35,8.5626,47.3718,1000,7,1,1397540498,1718219884,0
LTE,228,1,1717,16953603,0,8.5498,47.4124,1000,60,1,1397550144,1693037489,0
LTE,228,1,3232,16863490,0,8.5755,47.455,1724,14,1,1397566570,1693757746,0
LTE,228,1,1717,16953602,0,8.5498,47.411,1000,25,1,1397646923,1693683517,0
LTE,228,1,1717,17071617,0,8.5457,47.411,4995,22,1,1397748440,1704269716,0
UMTS,228,1,101,6631800,130,6.3964,46.4773,8686,28,1,1458573838,1707141547,0
UMTS,228,1,2020,7977168,31,6.8868,46.2394,1912,21,1,1458629599,1705253470,0
UMTS,228,1,3131,7661060,456,8.487,47.3953,1000,12,1,1458856509,1718212503,0
UMTS,228,1,3636,7910765,449,8.7032,47.4842,1106,63,1,1458856537,1722527594,0
UMTS,228,1,2828,6943148,36,8.3254,47.4655,1461,21,1,1459708317,1700678462,0
UMTS,228,1,909,17174018,0,8.6325,47.2856,3786,23,1,1462731837,1720875009,0
UMTS,228,1,3333,17240577,0,10.4544,46.8614,1755,119,1,1462980556,1726138687,0
UMTS,228,1,808,7130899,62,9.5346,47.4874,2919,6,1,1468764444,1684484121,0
UMTS,228,1,2626,8368154,197,7.2354,47.1318,1000,31,1,1398778540,1685100282,0
UMTS,228,1,2626,8368153,198,7.2397,47.1385,1000,22,1,1398778546,1685100238,0
UMTS,228,1,606,6993194,175,7.7162,47.2712,2754,81,1,1399127964,1714938800,0
UMTS,228,1,2222,8107217,370,6.8314,46.9622,5699,21,1,1399128059,1685101967,0
UMTS,228,1,606,6993126,304,7.6002,47.2066,1044,58,1,1399213339,1714938799,0
UMTS,228,1,606,6991928,444,7.597,47.1867,1000,40,1,1399213339,1714938798,0
UMTS,228,1,3636,7910740,189,8.7503,47.5287,1499,137,1,1399242701,1722527604,0
UMTS,228,1,2828,6913396,76,8.2483,47.6159,1974,87,1,1399289124,1714939048,0
LTE,228,1,1111,17030913,0,6.1243,46.2445,2711,21,1,1400350659,1680831676,0
LTE,228,1,4242,17030147,0,6.1348,46.2587,3036,48,1,1400350891,1714939015,0
LTE,228,1,303,17351937,0,8.2936,47.2417,3458,24,1,1401089947,1720986604,0
UMTS,228,1,2828,6926687,20,7.9512,47.5463,1328,72,1,1401557742,1689443651,0
UMTS,228,1,2828,6926686,21,7.963,47.5412,1789,103,1,1401557742,1722734645,0
UMTS,228,1,909,17172737,0,8.6988,47.254,4857,17,1,1401632434,1720841584,0
UMTS,228,1,1616,7641044,33,8.5206,47.388,1000,81,1,1401963891,1722476343,0
UMTS,228,1,1616,7631835,43,8.5205,47.3872,1000,20,1,1401963891,1722476343,0
UMTS,228,1,2626,8372614,70,7.3511,47.1655,2205,76,1,1402052067,1685099349,0
UMTS,228,1,3131,7654095,14,8.4761,47.3946,2180,3,1,1402416447,1721224146,0
UMTS,228,1,4141,8106906,40,6.7164,46.7907,1762,15,1,1402552918,1714938790,0
UMTS,228,1,4141,8085879,320,6.9041,46.8653,9171,14,1,1402553666,1680835509,0
LTE,228,2,40100,20891394,0,8.1683,47.3942,1828,110,1,1403008877,1710361566,0
UMTS,228,1,1919,7918190,437,9.0088,47.5954,4883,117,1,1403014037,1722565391,0
UMTS,228,1,303,6792489,122,8.6144,46.9439,5626,119,1,1403030099,1692998811,0
UMTS,228,1,1616,7654533,187,8.5726,47.3073,9014,200,1,1403856975,1703930930,0
UMTS,228,1,1616,7654532,188,8.5358,47.3788,1000,63,1,1403856975,1703930830,0
UMTS,228,1,3636,7910781,492,8.6897,47.5131,1000,62,1,1404334938,1722527594,0
LTE,228,1,3535,17042689,0,6.1616,46.2017,1000,59,1,1404735859,1692430288,0
LTE,228,1,1111,17033218,0,6.1171,46.1992,1000,3,1,1405092286,1718540463,0
LTE,228,1,4343,17436674,0,8.4409,47.3494,1000,88,1,1405171305,1723195987,0
LTE,228,1,2020,17101570,0,6.7007,46.5074,1951,25,1,1405329844,1710793710,0
LTE,228,1,4040,17560833,0,6.6292,46.517,1000,10,1,1405339571,1692425092,0
UMTS,228,1,4040,6649416,81,6.6107,46.5143,1000,19,1,1405520900,1683954548,0
LTE,228,2,41400,13286658,0,7.5871,47.5472,1000,63,1,1405521180,1714939416,0
UMTS,228,1,1919,7917770,490,8.8819,47.5648,1000,51,1,1406052249,1722565392,0
UMTS,228,1,1919,7910652,21,8.9333,47.5701,5494,42,1,1406052249,1722565392,0
LTE,228,2,41400,13095426,0,7.5885,47.5488,1228,22,1,1406092554,1710175685,0
LTE,228,2,41400,13062657,0,7.5824,47.5567,1000,39,1,1406112189,1709054884,0
LTE,228,2,41400,13043713,0,7.6309,47.5406,8347,102,1,1406178601,1714939416,0
LTE,228,2,41400,13100802,0,7.6076,47.546,1414,36,1,1406178780,1714518213,0
UMTS,228,1,1616,7659894,176,8.5386,47.3778,1000,94,1,1406210015,1724686807,0
UMTS,228,2,20100,29263554,161,8.187,47.3895,3412,58,1,1406808672,1684497833,0
UMTS,228,2,20100,29256966,501,8.6392,47.6868,11979,116,1,1407010776,1714923003,0
LTE,228,2,41400,13286656,0,7.5903,47.5477,1059,91,1,1407341530,1714939416,0
UMTS,228,2,20100,29271056,213,8.3329,47.4506,1682,81,1,1407829630,1684498392,0
UMTS,228,1,2626,8377828,53,7.2877,47.1629,2695,12,1,1407831184,1685099616,0
UMTS,228,1,606,7003024,410,7.7635,47.2988,2016,75,1,1407844878,1714938801,0
UMTS,228,1,1616,7641593,68,8.5223,47.3872,1000,31,1,1407864891,1722476343,0
UMTS,228,1,4343,6931534,73,8.3518,47.3583,2315,61,1,1408278379,1680078609,0
UMTS,228,1,606,7003023,196,7.7855,47.3092,3287,93,1,1408338926,1714938801,0
UMTS,228,1,606,6993125,303,7.6009,47.2119,1096,42,1,1408338925,1702667171,0
UMTS,228,1,606,6993197,184,7.7374,47.2837,6939,122,1,1408338926,1714938800,0
LTE,228,2,41400,13060353,0,7.6186,47.5233,4143,115,1,1408463100,1710175684,0
UMTS,228,1,1919,7918228,51,8.6247,47.6802,1446,117,1,1408612035,1726367780,0
UMTS,228,1,1515,6870445,425,7.7496,47.5054,13934,116,1,1408629836,1685095446,0
UMTS,228,1,1919,7918514,282,8.6411,47.7097,1000,40,1,1408727994,1726367780,0
UMTS,228,1,1919,7918523,48,8.6722,47.7278,1216,104,1,1408727995,1726367780,0
UMTS,228,1,2727,7852354,16,6.1184,46.2133,1000,14,1,1408745544,1707141546,0
UMTS,228,1,2828,6938185,456,8.3157,47.4539,637,122,1,1408754670,1722734648,0
UMTS,228,1,2828,6936032,314,8.3137,47.456,1843,67,1,1408754670,1722734648,0
UMTS,228,1,2828,6937440,499,8.3367,47.4455,9368,107,1,1408754670,1722734648,0
UMTS,228,1,808,7132064,20,9.3561,47.4264,1000,16,1,1408775892,1684484786,0
UMTS,228,1,808,7132062,10,9.3679,47.4311,1000,53,1,1408775892,1684484773,0
UMTS,228,1,1919,7918525,50,8.6587,47.718,1220,56,1,1408779887,1726367780,0
UMTS,228,2,20100,29264774,298,8.215,47.4085,8323,95,1,1408889208,1684497943,0
UMTS,228,2,20100,29270286,322,8.2588,47.4502,1720,102,1,1408889208,1684498173,0
UMTS,228,2,20100,29271646,292,8.2375,47.4542,3594,32,1,1408889208,1684498183,0
UMTS,228,2,20100,29270264,278,8.3842,47.4254,3001,107,1,1408889208,1684498633,0
UMTS,228,1,808,7132258,171,9.5158,47.1168,2642,118,1,1408939434,1692406745,0
UMTS,228,1,707,7059324,230,9.4048,47.0584,1440,42,1,1408939435,1682388316,0
UMTS,228,1,808,7132256,45,9.5171,47.0959,1808,161,1,1408939434,1688111370,0
UMTS,228,1,1313,7452373,405,7.7633,45.986,5296,63,1,1408984964,1710524106,0
UMTS,228,1,2121,6806081,71,8.2901,47.0335,1654,36,1,1409297293,1684714782,0
UMTS,228,1,1010,7260955,79,8.5476,47.3527,5162,21,1,1409482373,1679997226,0
UMTS,228,1,1010,7263574,61,8.5453,47.3505,1066,12,1,1409484435,1721235483,0
UMTS,228,1,4343,6934408,498,8.4613,47.3188,7335,104,1,1409896799,1716560647,0
GSM,228,3,9008,28070,0,9.4076,46.8168,1363,49,1,1410097381,1692408207,0
GSM,228,3,9008,28071,0,9.403,46.8103,1070,37,1,1410097578,1692408207,0
GSM,228,3,9008,28069,0,9.3991,46.8209,1448,18,1,1410097578,1692408138,0
UMTS,228,2,20100,29263135,286,8.3134,47.4543,1000,32,1,1410100797,1684498320,0
UMTS,228,1,3636,7909377,63,8.6812,47.4379,8962,111,1,1410086428,1722565419,0
UMTS,228,1,2828,6936665,63,8.0378,47.5049,3653,68,1,1410852756,1722734646,0
UMTS,228,1,1919,7918513,281,8.6404,47.7072,1829,41,1,1410889217,1726367780,0
GSM,228,3,9008,28177,0,9.5593,46.8293,5169,69,1,1410912992,1685108227,0
UMTS,228,1,3535,17584131,0,6.1527,46.2109,1488,20,1,1410957326,1695507486,0
UMTS,228,1,4343,6935666,504,8.4633,47.3434,1749,95,1,1411024648,1726067950,0
LTE,228,1,606,17165569,0,7.6305,47.233,3264,51,1,1411056375,1719607073,0
UMTS,228,1,1616,7656717,338,8.5187,47.3889,1000,60,1,1411077429,1721235484,0
UMTS,228,1,2626,8380118,391,7.5561,47.2078,1026,200,1,1411125189,1702667172,0
UMTS,228,1,4242,17030145,0,6.1516,46.246,789,160,1,1411126718,1695506529,0
UMTS,228,1,1919,7918306,111,8.6318,47.5154,2142,67,1,1411148041,1708019227,0
UMTS,228,1,1919,7918305,110,8.6436,47.5179,1000,35,1,1411148044,1726367783,0
UMTS,228,1,1919,7917986,2,8.6521,47.7152,1000,39,1,1411148062,1726367780,0
UMTS,228,1,1616,7656711,339,8.5377,47.3792,640,117,1,1411211533,1724686807,0
UMTS,228,1,3131,7655190,285,8.4844,47.3929,2253,53,1,1411227139,1724871842,0
UMTS,228,1,2828,6936259,466,8.0709,47.498,2885,154,1,1411406489,1722734646,0
UMTS,228,1,2828,6936600,126,8.014,47.5173,1784,55,1,1411406489,1722734645,0
UMTS,228,1,2828,6936663,424,8.0442,47.503,1868,123,1,1411406489,1722734646,0
UMTS,228,1,2626,8380119,388,7.5534,47.2049,5776,47,1,1411477294,1702667172,0
LTE,228,1,1717,16876546,0,8.5467,47.4094,1000,68,1,1411553440,1693038918,0
UMTS,228,1,3131,7656672,99,8.5006,47.3981,1000,70,1,1411594744,1718212503,0
UMTS,228,1,3131,7659748,382,8.4975,47.4028,1000,34,1,1411594745,1722476344,0
UMTS,228,1,1818,16985601,0,6.2285,46.2589,1005,59,1,1411605405,1695513363,0
UMTS,228,2,20100,29271745,105,8.1774,47.4141,2376,10,1,1411761940,1684497836,0
UMTS,228,2,20100,29272286,172,8.1887,47.3863,2540,17,1,1411761940,1684497745,0
LTE,228,1,2727,17262338,0,6.1502,46.2142,1291,9,1,1411810387,1683968732,0
LTE,228,1,4343,17341186,0,8.2479,47.3401,1890,70,1,1411836644,1722267973,0
LTE,228,1,2828,16819969,0,8.3499,47.4538,902,121,1,1411836644,1723939504,0
UMTS,228,1,505,6896047,217,8.5433,47.6,1398,88,1,1411857459,1717608846,0
UMTS,228,1,505,6934686,144,8.5257,47.563,2871,86,1,1411857459,1717608846,0
UMTS,228,1,505,6934688,146,8.5219,47.577,2388,102,1,1411857459,1717608846,0
UMTS,228,1,505,6935321,454,8.4643,47.4551,2683,20,1,1411857461,1717258503,0
UMTS,228,1,505,6935320,493,8.4659,47.4415,2319,91,1,1411857461,1726367785,0
UMTS,228,1,505,6935319,492,8.4666,47.4295,1251,133,1,1411857461,1726367786,0
UMTS,228,1,505,6935322,487,8.4672,47.4284,1008,41,1,1411857461,1726367786,0
UMTS,228,1,505,6935323,450,8.4566,47.4282,1178,111,1,1411857461,1726367786,0
UMTS,228,2,20100,29273764,431,8.6367,47.7086,2269,73,1,1412098754,1709429304,0
UMTS,228,1,4343,6935584,470,8.433,47.3845,1775,105,1,1412314606,1724871843,0
UMTS,228,1,1616,7656712,340,8.535,47.3758,1000,28,1,1412356043,1724686807,0
UMTS,228,1,1717,7721350,122,8.551,47.4356,1706,18,1,1412409225,1707320105,0
LTE,228,1,3131,16862723,0,8.4985,47.3936,722,108,1,1412658589,1682075584,0
UMTS,228,1,2020,17228289,0,6.8743,46.3862,849,130,1,1412668722,1695547323,0
UMTS,228,1,3434,7003101,401,8.2179,47.3948,1430,27,1,1412696096,1713540438,0
UMTS,228,1,3434,7002608,386,8.2149,47.3901,1559,31,1,1412696096,1713540438,0
UMTS,228,1,3434,7002603,351,8.1848,47.3893,1398,8,1,1412696096,1713540437,0
UMTS,228,1,3232,7722342,200,8.5865,47.4633,2236,116,1,1412754687,1712743683,0
UMTS,228,1,4343,6938255,453,8.3556,47.434,1000,67,1,1412754690,1705520883,0
UMTS,228,1,4343,6938257,472,8.3415,47.4405,1000,48,1,1412754693,1705520883,0
LTE,228,1,3434,17745153,0,8.225,47.3115,3200,64,1,1412782911,1687961572,0
UMTS,228,1,1717,7721256,384,8.5753,47.4245,4432,54,1,1412790751,1709376364,0
UMTS,228,1,2828,6936512,448,8.2646,47.4519,1810,162,1,1412790901,1722734647,0
UMTS,228,1,2828,6937438,497,8.346,47.4504,2442,123,1,1412790901,1722734648,0
UMTS,228,1,505,6935234,477,8.4899,47.4268,2931,114,1,1412790905,1722565396,0
UMTS,228,1,3636,7911824,468,8.6994,47.4807,1000,61,1,1412790910,1722527591,0
UMTS,228,1,1717,7722205,96,8.5127,47.4298,4776,26,1,1412790905,1707320105,0
LTE,228,1,1010,16847873,0,8.5342,47.3445,1000,47,1,1412828053,1688179896,0
UMTS,228,1,3232,7722343,201,8.5789,47.4536,1000,29,1,1412841123,1717277348,0
UMTS,228,1,3131,7656786,497,8.4985,47.3935,3292,69,1,1412841136,1718212503,0
LTE,228,1,505,16892161,0,8.4894,47.4363,3836,47,1,1412954549,1719417856,0
UMTS,228,1,1919,7910666,43,8.825,47.5478,1117,96,1,1413039391,1722565392,0
UMTS,228,1,1919,7917737,50,9.1068,47.6155,2010,128,1,1413039390,1722565390,0
UMTS,228,1,1919,7918108,54,9.0493,47.6103,1439,133,1,1413039390,1722565390,0
UMTS,228,1,1919,7917738,51,9.0821,47.6122,1228,102,1,1413039390,1722565419,0
UMTS,228,1,1919,7918147,455,9.0705,47.6171,1072,48,1,1413039390,1722565390,0
LTE,228,1,1717,17601025,0,8.5378,47.4057,1000,17,1,1413101874,1693039142,0
UMTS,228,1,2323,16818689,0,7.91,46.6263,25199,109,1,1413111368,1723306622,0
LTE,228,2,40000,20919296,0,8.5493,47.3786,3754,121,1,1413155301,1711968844,0
UMTS,228,1,2121,6805522,329,8.162,47.1537,1857,38,1,1413194964,1718339905,0
UMTS,228,1,606,7002062,360,7.9796,47.2127,1000,52,1,1413205460,1699335421,0
UMTS,228,1,606,7001801,45,7.9093,47.2752,12948,104,1,1413206256,1714938801,0
UMTS,228,1,2828,6926685,22,7.9458,47.5425,1000,64,1,1413208155,1722734645,0
UMTS,228,1,2828,6936013,83,8.165,47.4623,1000,89,1,1413208155,1722734646,0
LTE,228,1,3131,17521922,0,8.5035,47.3643,2858,31,1,1413298535,1726208823,0
LTE,228,1,4343,17341187,0,8.2211,47.3655,2105,79,1,1413558860,1722267972,0
LTE,228,2,40000,20756481,0,8.5278,47.3805,1093,104,1,1413565902,1722874449,0
LTE,228,2,40100,20891136,0,8.2535,47.4475,1887,103,1,1413565902,1713540476,0
LTE,228,2,40100,20891137,0,8.2355,47.4291,1211,116,1,1413565902,1720463288,0
UMTS,228,2,20100,29263364,283,8.2306,47.425,1000,18,1,1413565902,1684497993,0
LTE,228,2,40100,6405376,0,8.1973,47.3907,2092,107,1,1413565902,1710361566,0
LTE,228,2,40100,20891138,0,8.2328,47.4447,2112,117,1,1413565902,1701037580,0
LTE,228,1,3030,16891137,0,7.0676,46.1134,3309,14,1,1413646758,1679796658,0
LTE,228,1,4343,16833539,0,8.2477,47.3553,1992,78,1,1413822946,1720463290,0
LTE,228,1,2828,16819970,0,8.3333,47.4466,3873,111,1,1413822946,1708521062,0
UMTS,228,1,1616,7656698,323,8.5543,47.3755,1000,20,1,1413864909,1691580998,0
LTE,228,1,3131,17402625,0,8.4952,47.3975,500,111,1,1413890877,1720292345,0
LTE,228,2,42120,5238786,0,6.7719,46.487,2139,148,1,1414088050,1711962069,0
LTE,228,1,1717,16879106,0,8.5429,47.414,1000,62,1,1414161898,1689912611,0
LTE,228,1,1717,17601027,0,8.5325,47.4054,1000,41,1,1414161898,1679561518,0
LTE,228,1,1717,16805121,0,8.5738,47.4285,4494,77,1,1414238397,1723476609,0
LTE,228,1,3131,16862721,0,8.5033,47.3935,500,111,1,1414238397,1682091576,0
UMTS,228,1,1717,7721340,66,8.521,47.4686,1000,50,1,1414238397,1726367785,0
UMTS,228,1,505,6935235,59,8.5242,47.4739,1861,39,1,1414238397,1717608845,0
LTE,228,1,3131,17668609,0,8.501,47.4018,1000,25,1,1414487749,1725400503,0
UMTS,228,1,606,7002418,245,7.8241,47.3076,1154,59,1,1414650060,1714938801,0
UMTS,228,1,606,7002127,190,7.8101,47.3124,2619,39,1,1414650060,1685097389,0
UMTS,228,1,3434,7002167,365,7.8091,47.4079,1854,102,1,1414735597,1685096717,0
UMTS,228,1,1717,7722300,104,8.5385,47.4134,1000,29,1,1414772840,1722476343,0
UMTS,228,1,1717,7722302,106,8.531,47.4136,1000,27,1,1414772840,1722476343,0
UMTS,228,1,505,6935232,475,8.5788,47.4325,18498,105,1,1414772840,1726367785,0
GSM,228,3,9008,28149,0,9.5662,46.7059,29386,191,1,1414792721,1713002283,0
LTE,228,1,707,17268482,0,9.4349,46.6322,7914,53,1,1414870376,1692409184,0
UMTS,228,1,808,17369858,0,9.488,47.0747,2090,69,1,1414870378,1720748221,0
LTE,228,1,808,17369857,0,9.5153,47.099,2399,5,1,1414870378,1695990731,0
LTE,228,1,808,17377793,0,9.5003,47.2245,5527,39,1,1414870378,1688110798,0
LTE,228,1,2929,17323009,0,9.5324,47.2665,4694,48,1,1414870378,1695995765,0
